15 30
 305.0  601.0 2031.0  681.0  360.0 2241.0  445.0  665.0 2832.0  678.0 2497.0 3535.0 3486.0  899.0 1679.0 
  64.0   98.0    2.0   76.0   11.0   37.0   68.0   19.0   15.0   71.0   56.0    5.0   71.0   89.0   33.0   40.0   19.0   11.0    5.0   49.0   77.0   90.0   20.0   89.0   50.0   39.0   73.0   55.0    5.0   88.0 
  41.0   42.0   31.0   34.0    6.0   38.0   51.0   96.0    3.0   68.0   20.0   96.0   46.0   97.0   79.0   55.0   38.0   72.0   25.0   39.0    7.0   92.0   41.0    3.0   27.0   73.0   32.0   96.0   76.0    5.0 
  32.0   33.0   93.0   49.0   40.0   39.0   55.0    5.0   19.0   73.0   32.0   80.0   87.0   55.0   25.0   22.0   43.0   92.0   57.0   84.0   60.0   18.0    4.0    1.0   83.0   30.0   51.0   73.0   70.0   35.0 
  51.0   61.0   82.0   74.0   46.0   41.0   29.0   69.0   93.0   50.0   93.0   71.0   59.0   68.0   51.0   13.0    7.0   84.0   42.0   95.0   81.0   96.0    1.0    1.0   52.0   11.0   72.0   68.0   66.0   27.0 
  76.0   80.0   70.0   50.0    4.0   33.0   37.0   99.0   53.0   65.0   77.0   65.0   96.0   33.0   27.0   50.0   25.0   82.0   51.0   44.0   47.0   34.0   86.0    1.0   19.0   36.0   41.0   28.0   42.0   93.0 
  26.0   62.0    1.0   28.0    4.0   77.0   32.0   77.0   79.0   67.0   23.0   31.0   78.0   89.0   44.0   62.0    2.0   53.0   46.0   81.0   20.0   37.0   77.0   45.0   24.0   60.0   52.0    3.0   12.0   39.0 
  31.0   91.0   99.0    4.0    0.0   60.0   86.0   69.0   26.0   49.0   75.0   11.0   55.0   51.0   19.0   92.0   55.0   36.0   34.0   48.0   34.0   98.0   64.0   56.0   42.0   85.0   15.0   50.0   71.0   24.0 
  25.0   91.0   97.0   93.0   12.0   19.0   32.0   39.0   69.0   34.0   88.0   66.0    9.0   72.0   72.0   61.0   27.0   37.0    9.0   70.0   76.0   69.0   57.0   25.0   20.0   56.0   52.0   76.0   21.0   30.0 
  79.0   59.0    6.0   43.0   51.0   77.0   49.0   69.0   81.0   49.0    5.0   13.0   71.0   32.0   55.0   48.0   18.0   44.0   63.0   42.0   46.0   51.0   10.0   70.0   35.0   18.0   56.0   90.0   63.0   97.0 
  33.0   96.0   23.0    9.0   83.0    0.0   74.0   59.0    5.0    8.0   11.0   67.0   26.0   82.0   16.0   97.0   45.0   32.0   79.0   73.0   71.0   47.0   24.0   13.0   47.0   40.0   90.0   63.0    2.0   37.0 
  45.0    3.0   24.0   39.0   57.0   70.0    7.0   90.0   86.0   97.0   88.0   38.0   39.0   55.0   71.0   18.0   76.0   34.0   14.0   99.0   64.0   85.0   81.0   67.0   39.0   84.0   42.0   62.0   23.0   74.0 
  99.0    1.0    3.0   98.0   47.0    1.0   99.0   98.0   25.0   12.0   73.0   81.0   86.0    1.0   99.0   10.0    7.0   25.0   33.0   51.0   98.0   63.0   72.0   95.0   67.0   20.0   97.0   16.0   40.0   71.0 
  30.0   59.0   97.0   67.0   72.0    1.0   58.0   53.0   73.0   79.0   24.0   72.0   58.0   77.0   61.0   72.0   86.0   58.0    5.0   49.0   34.0   90.0   87.0   65.0   94.0   22.0   26.0   77.0   25.0    2.0 
  57.0   29.0   67.0    5.0    7.0   38.0   65.0   75.0   44.0   30.0   51.0   87.0   94.0   15.0   95.0   27.0   48.0   23.0   45.0   66.0   29.0   71.0    4.0   20.0   81.0   58.0   31.0   38.0   24.0   44.0 
  33.0   12.0   17.0   30.0   28.0   57.0   45.0    2.0    1.0   60.0   81.0   31.0   14.0   36.0   99.0   77.0   72.0    0.0    3.0   37.0   23.0   93.0    8.0   74.0   77.0   71.0   64.0   90.0   15.0   96.0 
  99.0
 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2

