30 90
1946.0 2530.0 1814.0  312.0 1494.0 1336.0 1636.0 1914.0  252.0 1575.0 1718.0  214.0  687.0 1985.0  791.0 2357.0 2624.0 1103.0 1676.0 2271.0 2561.0  220.0  935.0 1577.0 1935.0 1344.0 1436.0 1194.0 2237.0 1909.0 
  35.0   95.0    1.0   79.0   15.0   88.0   67.0   20.0   61.0   80.0   75.0   36.0   74.0   53.0   36.0    0.0    1.0   93.0   59.0   10.0   42.0    0.0   88.0   67.0   82.0   95.0   94.0   58.0   77.0   21.0   96.0   27.0   80.0   35.0   43.0   39.0   10.0   97.0   28.0   42.0   70.0   54.0   48.0   20.0    1.0    8.0   12.0   36.0   87.0   94.0   87.0   80.0   98.0   36.0   90.0   97.0   81.0    5.0   27.0   20.0   92.0   70.0   71.0   89.0   73.0   45.0   85.0   68.0   73.0   19.0   91.0   55.0   11.0   94.0   81.0   84.0   86.0    9.0   69.0   22.0   26.0   57.0   94.0   64.0   87.0   98.0   59.0   12.0   90.0   67.0 
  25.0   24.0   83.0    3.0   10.0   78.0   48.0   48.0   90.0   51.0   19.0   94.0   52.0   20.0   61.0   66.0   14.0   38.0   58.0   19.0   45.0   91.0   52.0   23.0   70.0   67.0   50.0   66.0   33.0   48.0    3.0   84.0   35.0   16.0   44.0   97.0   34.0   83.0   11.0   78.0   21.0   35.0   19.0   30.0   63.0    0.0   20.0   85.0    9.0   28.0   17.0   22.0   71.0   98.0   53.0    8.0   75.0   37.0   71.0   49.0   71.0   57.0   39.0   65.0   25.0   20.0   42.0   86.0   69.0   11.0   49.0   61.0   27.0   35.0   44.0   90.0    1.0   35.0   26.0   74.0   38.0   20.0   80.0   82.0   56.0   24.0   15.0   37.0   41.0   72.0 
  93.0   38.0    8.0   94.0   12.0   72.0   98.0   68.0   34.0   65.0   24.0   38.0    9.0   88.0   52.0   83.0   76.0    8.0   25.0   36.0   86.0    7.0   96.0   43.0    4.0   48.0   67.0   81.0   18.0   83.0   10.0   11.0   36.0    3.0   85.0   76.0   71.0   35.0   55.0   43.0   34.0   80.0   91.0   90.0    6.0   96.0   75.0   35.0   11.0   29.0   89.0   13.0   83.0   77.0    6.0   87.0   29.0    7.0   72.0   16.0   74.0   15.0   79.0   54.0   15.0   25.0   35.0    4.0   60.0   37.0   29.0    6.0   61.0   13.0   81.0   74.0   46.0   12.0    0.0   80.0   35.0   68.0   22.0   70.0   62.0    7.0   52.0   40.0   81.0   17.0 
  94.0   33.0   99.0   35.0    0.0   86.0   47.0   14.0    1.0   44.0   69.0   77.0   32.0   27.0   42.0   59.0   39.0   91.0   38.0   82.0   73.0   80.0    1.0   28.0    3.0   50.0   40.0   60.0   44.0   61.0   50.0   33.0   10.0   36.0   38.0   57.0   78.0   92.0   85.0   39.0   80.0   37.0    7.0   88.0    3.0   36.0   54.0   93.0   18.0   46.0   14.0   67.0   21.0   24.0   39.0   60.0   95.0   92.0   98.0   40.0   91.0   88.0   35.0   47.0   28.0   68.0   57.0   13.0   11.0   93.0   33.0   44.0   66.0   69.0   21.0   86.0   97.0   69.0    1.0   46.0   62.0   15.0   40.0   85.0   65.0   37.0   66.0   88.0   65.0   90.0 
  96.0    0.0   97.0    5.0   97.0   13.0   49.0   77.0   29.0   77.0   22.0   37.0   59.0   97.0   87.0   35.0   13.0   34.0   59.0   71.0   23.0   42.0   30.0   61.0   16.0    6.0   72.0   88.0   57.0   68.0   57.0   55.0   23.0   50.0   44.0   29.0   30.0   71.0   95.0   79.0   97.0   54.0   38.0    6.0   61.0   31.0   79.0   69.0   29.0   39.0   48.0    5.0   81.0   15.0    2.0   38.0    4.0   72.0   58.0   92.0   86.0   87.0   79.0   85.0   45.0   66.0   99.0   24.0   98.0   12.0   96.0   96.0   81.0   88.0    4.0   47.0   13.0   64.0   71.0   57.0   95.0   68.0   62.0   11.0   65.0   28.0    7.0   57.0   85.0    2.0 
  73.0   64.0   91.0   67.0   56.0    4.0   85.0   37.0   49.0   11.0   25.0   52.0   28.0   79.0   28.0   33.0   13.0   62.0   54.0   10.0   83.0    1.0   86.0   24.0   71.0   52.0   77.0   48.0   16.0   49.0   69.0   28.0   91.0   74.0   75.0   41.0   97.0   53.0   34.0   72.0   27.0   65.0   36.0   13.0    0.0   75.0   11.0   74.0   57.0   82.0   91.0   19.0   37.0   88.0   39.0   19.0   11.0   85.0   45.0   22.0   90.0   60.0   96.0   45.0    2.0   20.0    6.0   81.0   37.0   35.0   28.0   26.0   59.0   99.0   18.0   27.0   90.0   13.0   84.0   47.0   58.0   81.0   91.0   46.0   21.0   31.0   45.0   89.0   52.0   52.0 
  73.0   99.0   99.0   48.0   73.0   11.0   38.0   33.0    1.0   98.0   36.0   59.0   68.0   21.0    8.0   29.0   12.0   30.0   88.0   27.0   96.0   33.0   88.0   90.0   97.0   20.0   65.0   21.0   83.0   18.0   67.0   45.0   95.0    0.0   87.0   16.0    7.0   32.0   98.0   57.0   97.0   65.0   92.0   54.0    0.0   72.0    4.0   84.0   56.0   28.0   40.0   96.0   58.0   33.0   85.0   31.0   88.0   79.0   21.0   83.0   46.0   63.0   23.0   10.0   80.0   40.0   61.0   86.0    2.0   22.0   90.0   95.0    1.0   21.0   30.0   69.0   48.0   34.0   51.0   76.0    0.0   76.0   42.0   40.0   90.0   48.0   76.0   18.0   18.0   60.0 
  22.0   70.0   10.0   56.0   80.0   47.0   74.0   36.0   18.0   43.0   24.0   70.0   27.0   89.0    2.0   37.0   12.0    6.0   65.0   67.0    2.0   46.0   30.0   48.0   77.0    7.0   34.0   96.0   12.0   20.0   19.0   99.0   48.0   92.0   27.0   25.0   68.0   31.0   21.0    3.0    8.0   33.0   19.0   70.0   70.0   38.0   55.0   87.0   67.0   60.0   46.0   25.0   82.0   77.0   92.0   21.0   43.0   96.0   84.0   96.0   20.0   88.0   35.0   52.0   42.0   84.0   31.0   28.0   28.0   49.0   97.0   34.0   42.0   18.0   87.0   43.0   61.0    5.0   87.0   62.0   71.0   78.0   40.0   64.0   68.0    4.0   90.0   96.0   93.0   60.0 
  42.0   24.0   23.0   77.0   60.0   96.0   95.0   67.0   98.0   93.0   32.0   73.0   43.0   66.0   67.0   73.0   56.0   45.0   48.0   25.0   23.0   60.0   43.0   55.0   49.0   52.0   77.0   43.0   99.0   78.0   21.0   98.0   80.0   17.0   21.0   35.0   66.0   56.0   72.0   36.0   72.0   86.0   33.0   14.0   67.0   75.0   94.0   61.0   32.0   51.0   73.0    2.0   60.0   64.0   72.0   30.0    2.0   56.0   63.0   41.0   61.0   11.0   31.0   67.0   18.0    7.0   46.0   94.0   12.0   63.0   94.0   77.0   63.0   72.0   39.0   54.0   30.0   38.0   38.0   45.0   27.0   94.0   93.0   52.0   67.0   29.0   50.0   46.0   62.0   92.0 
  80.0   19.0   87.0   97.0   54.0   74.0    2.0   72.0   87.0   93.0   30.0   38.0   86.0    2.0   72.0   76.0   56.0   30.0   64.0   32.0   65.0   45.0   46.0   94.0   71.0    6.0    2.0   69.0   19.0   35.0   65.0   97.0    9.0    3.0   94.0   72.0   29.0   46.0   19.0   84.0   63.0   84.0   54.0   82.0   61.0   75.0   80.0   57.0   80.0   75.0   93.0   37.0   98.0   25.0   29.0    9.0   88.0   51.0   48.0   53.0   72.0   86.0   93.0    0.0   30.0   11.0   16.0    5.0   92.0   13.0   73.0   41.0   90.0   63.0   85.0   10.0   80.0   12.0   74.0   75.0   33.0    5.0   62.0    7.0   98.0   17.0   41.0   56.0   28.0    4.0 
