20 40
 517.0 1411.0 2562.0 2549.0 1919.0 1229.0 4072.0 2996.0 2764.0  680.0 3027.0 2319.0 2874.0 2827.0  720.0 4066.0 1534.0 5317.0 1296.0 2571.0 
  11.0   42.0   65.0    2.0   85.0   59.0    1.0   85.0   62.0   25.0   96.0   37.0   85.0   54.0   60.0   61.0   15.0   98.0   40.0   71.0   73.0   94.0   68.0   38.0   85.0    8.0    0.0   32.0   25.0   75.0   62.0   65.0   58.0   46.0   94.0   39.0   84.0   32.0   94.0   84.0 
   6.0   61.0    7.0   70.0   32.0   23.0   74.0   74.0   40.0   11.0    7.0   20.0   33.0   80.0   99.0   18.0   10.0   89.0   25.0   16.0   39.0   66.0   11.0   68.0   25.0   81.0    6.0    1.0   74.0   14.0   45.0   90.0   69.0   23.0   22.0   17.0   32.0   10.0   57.0   49.0 
  45.0   87.0   93.0   54.0   51.0   73.0   15.0   12.0   36.0   50.0   85.0    7.0   80.0   30.0   89.0   53.0   96.0   23.0   42.0    2.0   27.0   27.0   86.0   47.0   36.0   24.0   82.0    7.0    5.0   71.0    4.0   26.0   22.0   97.0   30.0   68.0   82.0   97.0   42.0    4.0 
   1.0   40.0   63.0   94.0   14.0   29.0   62.0   73.0   42.0   64.0   35.0   46.0   89.0   62.0   24.0   29.0   40.0   17.0   13.0   21.0   83.0   17.0   44.0   25.0   21.0   57.0   41.0   64.0   99.0   68.0   23.0    0.0   19.0   24.0   26.0   56.0   55.0   73.0   22.0   29.0 
  69.0   32.0   73.0   70.0   66.0   99.0   60.0   50.0    1.0    1.0   27.0   72.0   39.0   22.0   95.0   87.0   18.0   15.0   29.0   37.0   91.0   46.0   81.0   99.0   70.0   39.0   33.0   30.0   68.0   19.0   42.0    9.0   47.0   55.0   84.0   81.0   57.0    7.0   96.0    4.0 
  92.0   63.0   58.0    8.0   79.0   57.0    9.0   13.0   52.0   50.0   81.0   73.0    3.0   36.0   70.0   91.0   30.0   95.0   21.0   45.0   12.0   67.0   87.0   52.0   72.0   18.0    5.0   42.0   51.0    9.0   61.0   25.0   73.0   64.0   60.0   58.0   16.0   40.0   93.0   17.0 
  73.0    8.0   11.0   78.0   56.0   66.0    4.0   23.0   10.0   19.0   21.0   83.0   80.0   17.0   97.0   77.0   89.0   22.0   91.0   34.0   30.0    4.0   78.0   87.0   60.0   31.0   45.0   66.0   94.0   68.0   85.0   90.0    0.0   64.0   88.0   65.0   91.0   53.0   39.0   75.0 
  26.0   30.0   28.0   77.0   28.0   63.0   73.0   91.0   56.0   70.0   66.0   99.0   42.0   33.0   14.0   54.0   46.0   29.0   63.0   64.0   79.0   52.0   16.0   13.0   18.0   30.0   55.0   79.0   28.0   48.0   58.0   56.0   79.0   60.0   16.0   65.0   64.0   14.0   56.0   82.0 
  97.0   31.0   23.0   92.0   85.0    0.0   94.0   39.0   55.0   38.0   70.0   56.0   56.0   82.0   84.0   61.0   40.0   38.0   94.0   16.0    3.0   35.0   21.0   72.0   30.0   60.0   98.0   17.0   39.0    8.0   13.0   14.0   23.0   24.0   50.0   49.0   94.0   46.0   38.0   71.0 
  28.0   41.0   86.0    9.0   81.0   20.0   58.0   18.0   97.0   67.0   44.0   80.0   86.0   88.0   68.0   56.0   55.0   40.0   36.0   90.0   75.0   97.0    1.0   79.0   47.0   21.0   31.0   44.0   76.0   32.0   83.0   93.0   37.0   72.0   68.0   97.0   43.0   79.0   18.0   52.0 
