20 40
1146.0  315.0  929.0 1599.0  791.0  205.0  547.0  928.0  395.0   89.0  267.0  506.0 2275.0  103.0  271.0  176.0  974.0  292.0 1689.0 1300.0 
  24.0   27.0   28.0   54.0   88.0   92.0   62.0    5.0   13.0   79.0   61.0   90.0   67.0   39.0   68.0   32.0    0.0   94.0   31.0   85.0   27.0   44.0   20.0   50.0    9.0    3.0   72.0   19.0   95.0   49.0   32.0   17.0   66.0   67.0    4.0   46.0   80.0   89.0   85.0   32.0 
  93.0   31.0   68.0    8.0   16.0   86.0   90.0   12.0   78.0   71.0   30.0   56.0   28.0   36.0   76.0   82.0   73.0   44.0   35.0   58.0   51.0   10.0   95.0   35.0   66.0   66.0   91.0   19.0   53.0   33.0   76.0   38.0   49.0   87.0   90.0    9.0   61.0   29.0   24.0    9.0 
  94.0   42.0   54.0   84.0    7.0   75.0   63.0   23.0   18.0   47.0   99.0   39.0   68.0   46.0   64.0   86.0   29.0   28.0    3.0   47.0   81.0   48.0   51.0   53.0   90.0   63.0   31.0   84.0    4.0   24.0   40.0   57.0   47.0   63.0   51.0   24.0   11.0   98.0    0.0   61.0 
  77.0   51.0   47.0   35.0   30.0   21.0   54.0    2.0   22.0   34.0   66.0   44.0   71.0   30.0   16.0   73.0    2.0   45.0   86.0    8.0    0.0   10.0   70.0   71.0   25.0   68.0   97.0    9.0   25.0    1.0   43.0   13.0   62.0   37.0   55.0   34.0   24.0   80.0   69.0    4.0 
  24.0   43.0   48.0   66.0   95.0   19.0   15.0   60.0   50.0   85.0   89.0   90.0   72.0   86.0   87.0   23.0   90.0   47.0   37.0   67.0   41.0   45.0   43.0    5.0    7.0   57.0   30.0   42.0   68.0   99.0   90.0   44.0   39.0   75.0   22.0   87.0   15.0   17.0   80.0   96.0 
  14.0   31.0   28.0   13.0   84.0   45.0   57.0   37.0   57.0   39.0   32.0   41.0   33.0   65.0    1.0   98.0    3.0   72.0    9.0   90.0   13.0   93.0   95.0   70.0   35.0   17.0   57.0   31.0   34.0   56.0   20.0   70.0   38.0   14.0    5.0   64.0    6.0   55.0    1.0   34.0 
  66.0   89.0   44.0   77.0   28.0   74.0   62.0    2.0    0.0   66.0   57.0   53.0    6.0   85.0    9.0   62.0   10.0   67.0    1.0   41.0   60.0   25.0   48.0   73.0   85.0   34.0   91.0    2.0   90.0   31.0   93.0   28.0   44.0    4.0   31.0    3.0   78.0   91.0   91.0   22.0 
  34.0   24.0    8.0   98.0    0.0   63.0   25.0   37.0   26.0   53.0   12.0   32.0    5.0   55.0   13.0   65.0   99.0   55.0   49.0   54.0   23.0    6.0    7.0   45.0   60.0   54.0   50.0   32.0   85.0   46.0   42.0   76.0   82.0   60.0   66.0   23.0   61.0   14.0   40.0   21.0 
  95.0   58.0   15.0   88.0   22.0   86.0   94.0   44.0    0.0   89.0   48.0   14.0   69.0   74.0   54.0   17.0   23.0   33.0    5.0   20.0   42.0   69.0    5.0   70.0   35.0   35.0    3.0   39.0   83.0   81.0   48.0   66.0   85.0   99.0   26.0    5.0    0.0   63.0    4.0   63.0 
  85.0   85.0   12.0   96.0    1.0   63.0   49.0   52.0   41.0   69.0   95.0   46.0   40.0   72.0   13.0   86.0    6.0   17.0   48.0   69.0   39.0   47.0   21.0   26.0   98.0   70.0   97.0   85.0   72.0   28.0   57.0   44.0   51.0   66.0   64.0   38.0   90.0    1.0   33.0    8.0 
  21.0   83.0   78.0   79.0   30.0   45.0   18.0   12.0   97.0   52.0   17.0   47.0    3.0   57.0    7.0   31.0   23.0   85.0   78.0   49.0   85.0   78.0   71.0   45.0   66.0   85.0   70.0   21.0   82.0   56.0   98.0   27.0   84.0   38.0    8.0   54.0   52.0   66.0   80.0   30.0 
  64.0   36.0   40.0   75.0   83.0   50.0   81.0   14.0    7.0   20.0   21.0    9.0   95.0   87.0   68.0   58.0    4.0   48.0   39.0   26.0   19.0   17.0   39.0    7.0   68.0   46.0   74.0   39.0   40.0   41.0   74.0   28.0   10.0   83.0   10.0   59.0   51.0   45.0   13.0   23.0 
  59.0   75.0   74.0   58.0   26.0   20.0   64.0   61.0   11.0   91.0   72.0   58.0    6.0   70.0   67.0   69.0   64.0   30.0   41.0   70.0   76.0   85.0   97.0   97.0   19.0   28.0   96.0   87.0   96.0   80.0   95.0   30.0   83.0   31.0   98.0    5.0   70.0   87.0   93.0   26.0 
  76.0   35.0   11.0   26.0   41.0   69.0   21.0   97.0   45.0   43.0   84.0   84.0   99.0   23.0    4.0    0.0   65.0   36.0   49.0   29.0   10.0   89.0   25.0   20.0   70.0   43.0   42.0   61.0   23.0   77.0   88.0   42.0   57.0   60.0   92.0   28.0   36.0   20.0   97.0   24.0 
  90.0   43.0   86.0    2.0   27.0   15.0   71.0   82.0   80.0   51.0   73.0   19.0   15.0   30.0   41.0    9.0   46.0   63.0   41.0   44.0   84.0   93.0   76.0   42.0   28.0   89.0   91.0   43.0   62.0   37.0   56.0    5.0   45.0   38.0   68.0   95.0    9.0   97.0   41.0   81.0 
  48.0   74.0   73.0   75.0   28.0   79.0   48.0   32.0   43.0   77.0   20.0    7.0    3.0   69.0   32.0   81.0   47.0   42.0   71.0   35.0   88.0   25.0    8.0   50.0   33.0    7.0   14.0   28.0    0.0   56.0   83.0    8.0   38.0   37.0   49.0   85.0   44.0   31.0    3.0   32.0 
  67.0   31.0    0.0   80.0   68.0   87.0   22.0   69.0   40.0   70.0   37.0   38.0   63.0   93.0   81.0    2.0   85.0   66.0   18.0   38.0   23.0   44.0    4.0   39.0    8.0   67.0   29.0   54.0   27.0    7.0   65.0   38.0   69.0   10.0    4.0   91.0   69.0   40.0    8.0    1.0 
  33.0   22.0    3.0   92.0   58.0   56.0    1.0   55.0    5.0   55.0   82.0   69.0   67.0   37.0   86.0   90.0   68.0   58.0   99.0   25.0   23.0   19.0   82.0   59.0    4.0   33.0   35.0   26.0   10.0   93.0   71.0   72.0   33.0   43.0   82.0   30.0   32.0   47.0    9.0   85.0 
  69.0   80.0   85.0   82.0   95.0    8.0   12.0   33.0   95.0   21.0   27.0   99.0   40.0   17.0   56.0   54.0    5.0   83.0   97.0   21.0   80.0   28.0   53.0   95.0   59.0   80.0   35.0   34.0   41.0   78.0   49.0   57.0   12.0   65.0   91.0   32.0   53.0   84.0   44.0   72.0 
  44.0    8.0    5.0   12.0    2.0   40.0   90.0   78.0    3.0   96.0   38.0    7.0    9.0   33.0   22.0   49.0   47.0   29.0   88.0   85.0   40.0   98.0   42.0   46.0   27.0   17.0   61.0   29.0   82.0   35.0   21.0   21.0   33.0    2.0    8.0   11.0   82.0   79.0   42.0   13.0 
  99.0
 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2

