30 60
 870.0  642.0 2013.0 1862.0 1384.0  404.0 2150.0  960.0 1871.0  943.0  257.0  571.0 1350.0 1608.0 1326.0  416.0  376.0 1258.0 1793.0  858.0  632.0 1817.0  735.0  517.0  637.0 1568.0 1510.0  475.0  482.0 1494.0 
  83.0   19.0   72.0   32.0   86.0   76.0   72.0   66.0   90.0   91.0   41.0    6.0   29.0   28.0    6.0   11.0   77.0   24.0   54.0   69.0   16.0    1.0   88.0   33.0   49.0   65.0   44.0   37.0   52.0    9.0   36.0   25.0   75.0    0.0   56.0   54.0   81.0   63.0    9.0    9.0   38.0   61.0    2.0   97.0   41.0   67.0   62.0   45.0   94.0   30.0   17.0   86.0   21.0   33.0    2.0   38.0   29.0   48.0   20.0   85.0 
  40.0   15.0   82.0   54.0   87.0   15.0   45.0   47.0   81.0   72.0   81.0   97.0   83.0   12.0   74.0   93.0   21.0   20.0   22.0    0.0   55.0   48.0   65.0   54.0   11.0   53.0   74.0   76.0   82.0   39.0   13.0    6.0   93.0   30.0   67.0   58.0   45.0   55.0   39.0   85.0   22.0   52.0   18.0   79.0   62.0   98.0   14.0   70.0    7.0   46.0   63.0   59.0   14.0   90.0   98.0   62.0   36.0   46.0   91.0   79.0 
  24.0   45.0   53.0   62.0   41.0   84.0    9.0   75.0   23.0   99.0   24.0   64.0   60.0    9.0   17.0   39.0    9.0   25.0   70.0   34.0   56.0   48.0   58.0   98.0   71.0    6.0   81.0   27.0   61.0   28.0   85.0   39.0   10.0   74.0   76.0   98.0   22.0   98.0   31.0   75.0   46.0   64.0    4.0   59.0    8.0   94.0   17.0    4.0   23.0   72.0   55.0   31.0   16.0   86.0   52.0   63.0   18.0   10.0   64.0    6.0 
  19.0   87.0   66.0   60.0   84.0   33.0   98.0   72.0   58.0   63.0   36.0   22.0   66.0   10.0    5.0   88.0   43.0   46.0   62.0   93.0   40.0   72.0   40.0   63.0   42.0   75.0   98.0   37.0   11.0   53.0   97.0   57.0   43.0   11.0   96.0   17.0   44.0   26.0   59.0   90.0   30.0   73.0   92.0   18.0   40.0   36.0   85.0   73.0   70.0   67.0   85.0   85.0   25.0   31.0   83.0   42.0   90.0   14.0   17.0   52.0 
  44.0   37.0   69.0    2.0    6.0   90.0   95.0   17.0   87.0   84.0   60.0   55.0   87.0   38.0   41.0   45.0   26.0    6.0   67.0   65.0   17.0   76.0   36.0   98.0   79.0   39.0   77.0   91.0   99.0   76.0   52.0   94.0   27.0   19.0   10.0    8.0   26.0   15.0   73.0   15.0   62.0   87.0   78.0   10.0   33.0   77.0   53.0   19.0   49.0   98.0   42.0   18.0   51.0   63.0   72.0   41.0   79.0   24.0   64.0   85.0 
  70.0   95.0   57.0   83.0   43.0   88.0    2.0   57.0   51.0   42.0   80.0   75.0   46.0   52.0   12.0   49.0   62.0   40.0   29.0    1.0   16.0   84.0   89.0   33.0   84.0   60.0   54.0   98.0   40.0   10.0   46.0    7.0   66.0   24.0   64.0   42.0   34.0   47.0   74.0   95.0   52.0   93.0   64.0   25.0   81.0   92.0   71.0   31.0   19.0   44.0   80.0   43.0   57.0   99.0   78.0   40.0    2.0   53.0   96.0   73.0 
  51.0   56.0   89.0   96.0   79.0   59.0   31.0   59.0   94.0   54.0   29.0   96.0   47.0   33.0   31.0   21.0   31.0   58.0   95.0   59.0   72.0   46.0    9.0   83.0   17.0   18.0   93.0    1.0    9.0   75.0    3.0   86.0   58.0   30.0   20.0   54.0   11.0   74.0   42.0   73.0   11.0   93.0   64.0   33.0   44.0   26.0   51.0   44.0   95.0   64.0   13.0   88.0   84.0    0.0   60.0   11.0   99.0   14.0   64.0   58.0 
  10.0   11.0   90.0    1.0   35.0   34.0   72.0   84.0   99.0   44.0   10.0   99.0   68.0    9.0    9.0   70.0   34.0   87.0   21.0    4.0   76.0   53.0   87.0   28.0   53.0   98.0   17.0   99.0    6.0   95.0   72.0   76.0   81.0   37.0   82.0   68.0   78.0   37.0   65.0   46.0    7.0    3.0   77.0   25.0   72.0   79.0   79.0   16.0   68.0   57.0   16.0   45.0    2.0   55.0   25.0   42.0   28.0   63.0   50.0   98.0 
   7.0   18.0   16.0   94.0   30.0   18.0   63.0   66.0   27.0    6.0   57.0   36.0   92.0   86.0   14.0   80.0   58.0   67.0   61.0   65.0   19.0   79.0   52.0   84.0    3.0   83.0   34.0   87.0   76.0   71.0   54.0    7.0    1.0   70.0   14.0   80.0   37.0   24.0   61.0   56.0   78.0   87.0   30.0    7.0   42.0   95.0   27.0   24.0    2.0   42.0   55.0   14.0   56.0   43.0   85.0   90.0   45.0   96.0   67.0   45.0 
  43.0   58.0   57.0   24.0   61.0   98.0   52.0   75.0   11.0   83.0   79.0   55.0   79.0   99.0   86.0   24.0    7.0    6.0   20.0   99.0   94.0   31.0   81.0   31.0   54.0   81.0   40.0   99.0   51.0   73.0   37.0   30.0   99.0   85.0   37.0   27.0   31.0   20.0   62.0   26.0   39.0   97.0   85.0   66.0   82.0   56.0    1.0   78.0   59.0   82.0   61.0   94.0   54.0   45.0   72.0   76.0   54.0   69.0   77.0   60.0 
