15 30
 582.0  698.0  834.0  326.0  204.0  434.0  268.0  526.0  117.0  362.0  737.0  730.0  858.0  511.0  228.0 
  76.0   81.0   98.0    9.0   49.0   68.0   89.0   96.0   97.0    9.0   54.0    1.0   63.0   13.0   91.0   32.0   93.0   50.0    4.0   62.0   29.0   23.0   49.0   65.0   72.0   20.0   35.0   63.0   43.0   90.0 
  58.0   84.0   26.0   49.0    7.0   94.0   48.0    3.0   64.0   82.0   73.0   64.0    9.0   29.0   35.0   39.0   20.0   61.0   52.0   16.0    0.0   32.0   21.0   51.0   97.0   25.0   43.0   54.0   33.0   39.0 
  72.0   82.0   45.0   26.0   66.0   82.0   61.0   14.0   59.0   30.0   37.0   85.0   60.0   52.0   79.0   12.0   77.0   90.0   27.0   91.0   26.0   45.0   38.0   77.0   95.0    8.0   68.0    7.0   23.0   88.0 
  89.0   46.0   45.0   37.0   78.0   17.0   26.0   90.0    4.0   19.0   59.0    9.0    2.0   91.0   17.0   91.0   15.0   66.0   58.0   98.0   46.0   68.0    5.0   73.0   81.0   75.0   13.0   13.0   25.0   17.0 
  74.0   31.0   14.0   94.0   20.0   52.0   76.0   82.0   77.0   75.0    8.0   56.0   43.0   33.0    2.0   96.0   56.0   65.0   75.0   84.0   97.0   25.0   66.0   45.0   47.0    5.0   31.0   77.0    0.0   14.0 
  77.0   86.0   35.0   80.0   11.0    3.0   33.0   42.0   37.0   34.0   55.0   33.0   60.0   47.0   81.0   56.0   80.0   55.0   82.0   94.0   65.0   25.0    9.0   47.0   80.0   22.0   44.0   69.0    3.0   66.0 
  76.0   71.0   84.0   57.0    9.0    0.0   13.0   69.0   59.0   20.0   63.0   84.0    5.0   38.0   66.0   87.0   48.0   51.0   19.0   23.0   59.0   30.0   33.0   95.0   66.0   72.0   77.0   62.0   76.0   27.0 
  68.0   50.0   52.0   96.0   80.0   47.0   84.0   66.0    8.0   34.0   89.0   24.0   56.0   54.0   81.0   44.0   74.0   30.0   77.0    4.0   31.0   65.0   31.0   91.0   40.0   21.0   22.0   82.0   33.0   42.0 
  94.0   83.0   51.0   18.0   14.0   59.0   39.0    0.0   30.0   49.0   53.0   30.0    2.0   64.0   50.0   92.0    1.0   90.0   22.0    7.0   58.0   74.0   86.0   42.0   56.0    4.0   74.0   63.0   64.0   88.0 
  15.0   76.0   58.0   96.0   35.0   57.0   61.0   45.0   90.0    2.0   80.0    5.0   51.0   77.0   44.0   22.0   86.0   92.0   54.0   37.0   62.0   88.0   92.0   97.0   45.0   40.0   96.0   65.0   54.0   74.0 
  82.0   94.0   17.0   22.0   33.0   27.0   44.0   15.0   65.0   95.0   68.0   24.0   97.0   71.0   92.0   21.0   73.0   80.0   84.0   97.0   99.0   29.0   31.0   40.0   89.0   33.0   80.0   16.0   39.0   76.0 
   3.0   52.0   83.0   13.0    1.0   54.0   76.0   58.0   49.0   51.0   52.0   79.0   84.0   74.0   18.0   25.0   47.0    6.0   87.0   22.0    6.0   59.0   59.0   22.0   31.0   90.0   94.0    6.0   98.0   58.0 
  35.0   38.0   70.0   75.0   79.0   68.0   19.0   10.0   19.0   39.0   30.0   83.0   16.0   86.0   38.0   22.0   52.0   49.0   34.0   12.0   95.0   71.0   14.0   54.0   62.0   81.0   83.0   14.0   10.0   56.0 
  77.0   93.0   85.0   57.0   37.0   11.0   84.0   72.0   99.0   52.0   52.0   21.0   93.0   59.0   21.0   65.0    8.0   20.0   74.0    5.0   44.0    9.0   26.0   28.0   68.0   90.0   51.0   24.0   64.0   16.0 
  34.0   56.0   64.0   20.0    3.0    9.0   60.0   42.0   61.0   50.0   54.0   84.0   54.0   60.0   56.0   91.0   26.0   89.0   15.0   27.0   20.0   49.0   54.0   91.0   52.0   94.0   45.0   93.0   61.0   96.0 
  99.0
 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75
   1   2   2   1   1   1   1   1   1   1   2   2   2   2   1
   2   3   4   2   2   2   2   2   2   2   3   4   4   3   2

