15 30
 686.0 1472.0 1628.0 1183.0 1585.0 1291.0  589.0  966.0  832.0 1140.0  961.0  752.0  832.0 1034.0 1053.0 
  70.0   43.0   36.0   92.0   82.0   19.0   71.0   11.0   53.0   35.0   52.0    4.0   21.0   89.0   99.0   68.0    8.0   78.0   46.0   69.0   99.0   29.0   59.0   45.0   85.0   69.0   77.0   50.0   52.0   85.0 
  15.0   35.0   23.0   96.0    8.0    8.0   35.0   41.0   93.0   20.0   40.0   75.0   98.0   39.0   39.0   17.0    3.0   21.0   79.0   89.0   16.0   87.0   34.0   61.0   91.0   30.0   57.0   88.0   36.0   83.0 
  76.0   60.0   84.0   42.0    3.0   30.0   35.0   30.0   94.0   71.0   74.0   97.0   25.0   19.0   38.0   47.0   15.0    3.0   37.0   97.0   28.0   88.0   68.0   49.0   56.0   18.0   90.0   40.0   97.0   28.0 
   3.0   45.0   74.0   73.0   80.0   90.0   45.0   81.0   19.0   84.0   93.0   49.0    0.0   44.0   90.0   24.0   52.0   47.0   67.0    3.0   17.0    7.0   36.0   97.0   37.0   20.0   92.0    9.0   23.0    4.0 
  23.0   23.0   98.0   79.0   98.0   59.0   24.0   95.0   81.0   44.0   10.0   26.0   45.0   23.0    7.0    0.0   99.0    6.0   65.0   77.0   61.0   49.0   10.0   91.0    3.0   72.0   80.0   28.0   58.0   79.0 
  65.0   93.0   61.0   42.0   17.0   39.0   61.0   95.0   34.0   30.0   91.0   10.0   28.0   75.0   44.0   16.0   73.0    3.0   99.0   11.0   72.0   92.0   44.0   51.0   36.0   32.0   48.0    8.0   61.0   72.0 
  13.0   41.0   88.0   26.0   61.0   23.0    2.0   48.0   14.0    9.0   26.0    8.0   55.0   13.0    7.0   60.0   99.0   34.0   55.0   73.0   15.0   12.0   62.0   14.0   69.0   68.0   89.0    6.0   16.0   15.0 
  16.0   88.0   61.0   65.0   20.0   16.0   93.0   64.0   83.0    1.0   18.0   14.0   25.0   41.0   20.0    8.0    9.0   94.0   79.0    4.0   42.0   86.0   48.0   62.0   51.0   22.0   75.0   84.0   49.0   47.0 
   7.0   31.0   94.0   80.0   91.0   51.0   30.0   51.0   17.0   44.0   85.0   85.0   32.0   73.0   85.0   84.0   87.0   86.0   52.0   47.0   67.0   11.0    6.0   93.0   57.0   47.0   81.0   98.0   74.0   62.0 
  90.0   71.0    4.0   83.0   28.0   92.0   60.0   92.0   19.0   13.0   47.0   94.0   30.0   51.0    1.0   20.0    4.0   41.0   63.0   26.0   82.0   72.0   95.0   25.0   89.0   25.0   11.0   22.0    4.0    5.0 
  41.0   65.0   17.0   35.0   97.0   83.0   95.0   31.0   43.0   86.0    3.0   61.0   50.0   30.0   24.0   95.0   84.0   11.0   98.0    7.0   65.0   10.0    7.0   37.0   51.0   76.0    1.0   87.0   21.0   53.0 
  46.0   81.0   13.0   28.0   62.0   62.0   39.0   71.0   17.0   71.0   78.0   88.0   32.0   60.0   98.0   24.0    0.0   18.0   36.0   57.0    1.0   11.0   99.0   58.0   28.0   51.0   59.0   26.0   75.0   49.0 
  58.0   63.0   32.0    6.0   48.0   71.0   82.0   71.0   78.0   53.0    9.0   23.0   56.0   94.0   17.0   41.0   90.0   35.0   57.0   81.0   38.0   60.0   87.0   36.0   58.0   23.0   38.0   80.0   84.0   49.0 
  53.0   82.0   71.0   29.0   25.0   28.0   20.0   32.0   11.0    8.0   78.0   25.0   22.0   29.0   96.0   83.0   40.0   72.0   12.0   26.0   87.0   20.0   51.0   96.0   88.0   26.0   65.0   65.0   86.0   49.0 
  24.0   72.0   12.0   72.0   82.0   26.0   65.0   56.0   55.0    8.0   27.0   56.0   14.0   19.0    6.0   15.0   94.0    9.0   75.0   58.0   32.0    0.0   91.0   12.0   13.0   79.0   15.0   96.0   25.0   95.0 
  99.0
 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   2   3   3   3   3   3   2   2   2   2   2   2   2   2   2

