20 50
 157.0  188.0  187.0  516.0  553.0  252.0  491.0  634.0  194.0  480.0  427.0  836.0  597.0  700.0 1030.0  777.0  168.0  340.0   98.0  798.0 
   2.0   79.0    2.0   26.0   94.0   24.0   12.0   18.0   89.0   46.0   14.0    3.0   48.0   70.0   20.0   14.0   80.0   57.0   34.0   13.0   35.0   96.0   52.0   90.0    2.0   99.0   53.0   52.0   98.0   92.0   19.0   74.0   97.0   74.0   33.0   85.0    5.0   75.0    1.0   55.0   11.0   81.0   71.0    6.0   90.0   20.0   42.0   45.0   18.0    5.0 
  57.0   57.0   10.0   43.0   20.0   95.0   26.0   93.0   68.0   26.0   85.0   23.0   11.0   62.0   65.0   84.0   27.0   98.0   19.0   71.0   73.0   29.0   93.0   35.0   13.0   71.0   44.0    9.0   27.0   77.0   55.0   83.0   15.0    0.0   34.0   42.0   67.0    2.0   19.0   66.0   55.0   44.0    0.0   90.0   33.0   19.0   74.0   20.0   69.0   53.0 
  98.0   16.0   13.0   85.0   96.0    0.0   64.0    7.0   51.0   24.0   77.0   98.0   37.0   77.0    8.0    1.0   76.0   17.0   81.0    3.0   81.0   19.0   35.0   76.0    3.0   18.0   66.0   26.0   68.0   48.0    0.0   14.0   14.0   32.0   31.0   85.0    1.0   76.0    9.0   68.0   29.0   15.0   93.0   27.0   81.0   33.0   25.0   78.0   38.0   33.0 
  14.0   14.0   40.0   91.0   87.0   80.0   92.0    1.0   18.0   12.0   86.0   26.0   38.0   82.0   50.0   49.0   87.0   76.0    0.0   96.0   74.0   56.0    9.0    8.0   53.0   30.0   77.0    4.0   88.0   23.0   14.0   62.0   70.0   81.0   12.0   20.0   59.0   53.0   16.0   98.0   49.0   97.0   17.0   30.0   34.0   87.0   82.0   72.0   65.0   57.0 
  66.0   81.0   81.0    5.0   65.0   43.0    5.0   86.0   63.0   18.0   60.0   57.0   11.0   50.0   43.0   51.0   74.0   58.0   63.0   23.0   29.0   31.0   36.0   45.0   54.0   23.0   79.0    2.0   27.0   48.0   94.0   53.0   14.0   46.0    6.0   57.0   81.0   85.0   75.0   53.0   46.0   78.0   55.0    6.0   10.0    9.0   72.0   63.0   43.0   86.0 
  19.0   58.0   76.0   46.0   15.0   50.0   10.0   61.0   47.0   95.0    5.0   56.0   38.0   83.0   48.0   96.0   50.0   34.0   29.0   86.0   99.0   17.0   48.0   89.0   80.0   71.0   47.0   47.0   81.0    1.0   64.0   60.0   32.0   35.0   31.0   14.0   70.0   44.0   89.0   96.0   46.0   27.0    5.0   43.0   13.0   41.0   73.0   63.0   12.0   24.0 
  86.0   21.0   37.0   89.0   10.0   28.0   74.0   78.0   12.0   10.0   86.0   27.0   25.0   87.0   28.0   39.0   88.0   84.0   32.0   44.0   84.0   68.0   45.0   36.0   89.0   97.0   79.0   19.0    9.0   26.0   71.0   75.0    8.0   99.0   58.0   29.0   52.0   56.0    8.0   90.0   78.0   45.0   16.0   41.0   66.0   23.0   61.0   97.0   51.0   95.0 
  38.0   21.0   80.0   27.0   40.0   12.0   17.0    6.0   32.0   62.0   19.0   87.0   44.0   16.0   79.0   29.0   18.0   14.0   35.0   71.0   85.0   62.0   49.0    1.0   26.0   96.0   66.0   23.0   46.0   59.0   84.0   62.0   63.0   14.0    5.0   55.0   43.0   52.0   81.0   43.0   31.0   27.0   97.0   87.0    4.0   71.0   68.0    6.0    8.0   62.0 
  25.0   62.0   76.0   37.0   58.0   10.0   47.0   39.0   33.0    8.0   65.0   89.0   69.0   60.0   28.0    4.0   42.0   66.0   40.0   90.0   80.0   13.0    1.0   38.0   57.0   69.0    7.0   18.0   86.0    9.0   46.0    8.0   30.0   97.0   75.0   55.0   42.0   28.0   23.0   51.0   20.0   33.0   92.0   15.0   71.0   95.0   45.0   17.0   12.0   40.0 
  21.0   53.0   93.0   88.0   59.0   96.0    1.0   89.0   36.0    9.0   32.0   69.0   22.0   88.0   11.0   23.0   75.0   85.0   57.0   60.0   55.0   20.0    5.0   22.0   51.0    9.0   22.0    0.0   90.0   11.0   81.0   72.0   97.0   70.0   31.0   16.0   39.0   59.0   43.0   42.0   57.0   45.0    5.0   32.0   38.0   81.0   35.0   14.0    8.0   21.0 
