30 75
7620.0 1395.0 9866.0 9760.0 9715.0 9047.0 5239.0 4853.0 6939.0 10054.0 5030.0 5360.0 1535.0 9865.0 3937.0 8982.0 8846.0 9823.0 7051.0 6450.0 2981.0 8701.0 8789.0 4834.0 6477.0 9080.0 8489.0 1726.0 7075.0 1363.0 
  59.0   61.0    9.0   25.0   91.0    4.0   35.0   74.0   15.0   15.0   97.0   12.0   16.0   64.0   26.0   10.0   59.0   95.0   62.0   59.0   15.0   96.0   40.0   29.0   55.0   95.0   43.0   43.0   15.0   73.0   24.0   80.0   24.0   90.0    1.0   81.0   12.0   40.0   14.0   93.0   72.0   16.0   58.0   11.0    6.0   97.0   74.0   59.0   24.0   55.0   23.0   72.0   29.0   78.0   17.0   11.0   55.0   13.0   26.0   86.0   81.0   32.0   46.0    6.0   18.0    5.0   46.0   41.0   56.0    6.0   77.0    8.0   83.0   30.0   47.0 
  29.0   23.0   46.0   62.0    1.0   94.0   36.0   87.0   73.0   72.0   43.0   29.0   15.0   53.0   22.0   15.0   29.0   32.0   10.0    6.0   18.0    7.0   65.0   97.0   56.0   29.0   17.0   66.0   53.0   97.0   94.0   60.0   13.0   86.0   55.0   27.0   78.0   35.0   10.0   99.0   77.0   68.0   39.0    6.0   61.0   59.0   96.0   41.0   39.0   47.0   18.0   73.0   97.0   88.0   18.0   92.0   19.0   55.0   79.0   12.0    4.0   80.0   37.0    2.0   65.0   39.0   57.0   75.0   37.0   86.0   10.0   12.0   65.0   20.0   35.0 
  50.0   89.0   44.0   25.0   49.0   47.0   83.0   34.0    8.0   80.0   49.0   75.0   71.0   54.0    5.0   57.0   26.0   36.0   14.0   78.0   69.0   44.0   38.0   41.0   91.0   69.0   54.0   29.0   77.0   60.0   95.0   57.0   28.0   84.0    3.0   85.0    4.0   52.0    1.0    7.0   79.0   11.0   93.0    0.0   20.0   11.0   69.0   53.0   83.0   35.0   40.0   54.0   31.0    1.0   85.0   50.0   62.0   29.0   22.0   81.0   66.0   85.0   90.0   74.0   95.0   82.0   60.0    8.0   54.0   62.0   57.0   55.0    8.0   36.0    3.0 
  34.0   11.0   77.0   89.0   19.0   25.0    7.0   65.0   45.0   64.0   46.0   26.0   97.0   26.0   88.0   14.0   24.0   62.0   33.0   87.0   32.0   77.0   18.0   91.0    1.0   20.0   83.0   24.0   60.0   77.0   98.0   99.0    5.0   48.0   16.0   95.0   48.0   23.0   85.0    5.0   26.0   54.0   89.0   74.0   46.0   14.0   49.0   38.0   70.0   54.0   51.0   51.0   51.0   57.0   31.0    5.0   11.0   76.0   97.0   48.0   57.0   76.0   96.0   91.0   52.0   65.0   26.0   15.0   14.0   18.0   91.0   65.0   78.0   94.0   98.0 
  37.0   63.0   48.0   79.0   97.0   71.0   39.0   30.0    2.0   28.0   69.0   73.0   89.0   70.0    0.0   56.0    5.0   40.0   17.0   51.0   76.0   81.0    2.0   83.0   35.0   46.0   78.0   72.0   35.0   20.0   27.0   91.0   15.0   71.0   66.0   53.0   45.0   14.0    5.0    5.0   35.0   93.0   60.0   50.0   15.0   87.0   45.0   81.0   83.0   27.0   30.0   37.0   20.0   40.0   63.0   80.0   77.0    5.0   70.0   87.0   29.0   33.0   15.0   59.0   95.0   59.0   32.0   57.0   35.0   62.0   29.0   45.0    5.0   97.0   54.0 
  97.0   27.0   55.0   86.0   37.0   49.0   97.0   37.0   43.0   30.0   19.0   13.0   48.0   12.0   50.0   87.0   32.0   98.0   97.0   45.0   31.0   64.0   67.0   33.0   26.0    3.0   88.0   64.0   42.0   27.0   24.0   57.0   29.0    4.0   74.0   20.0   36.0   41.0   82.0   87.0   92.0   10.0   24.0   84.0   66.0   19.0   96.0   52.0   25.0   29.0   99.0    5.0   93.0    6.0   12.0   36.0   93.0   29.0   62.0   67.0   93.0   32.0   84.0   39.0   33.0   93.0   81.0   49.0   62.0   70.0   73.0   29.0   53.0   74.0   38.0 
   2.0   20.0   87.0   81.0   39.0   86.0   64.0   77.0   79.0   84.0   38.0   94.0   21.0    2.0   79.0    7.0   85.0   94.0   27.0   32.0   47.0   74.0   14.0   31.0   85.0   76.0   91.0   79.0   49.0   85.0   88.0    1.0   48.0   30.0   78.0   84.0   53.0   57.0   73.0   49.0   26.0   60.0   29.0   98.0   60.0   84.0   74.0   25.0   41.0    4.0   57.0    2.0   28.0   59.0    9.0   25.0   57.0   68.0   31.0   39.0   52.0    7.0   93.0   22.0   70.0   57.0   57.0   45.0   47.0   19.0   18.0   98.0   84.0    2.0   58.0 
  28.0   29.0   36.0   74.0   35.0   36.0   88.0   42.0   39.0   74.0   42.0   65.0   89.0   56.0   28.0    4.0   15.0   56.0   31.0   25.0   63.0   38.0   24.0   41.0   72.0   76.0   42.0   64.0    3.0   71.0    8.0   34.0    1.0   62.0   92.0   60.0   10.0   27.0   19.0   35.0   26.0   80.0   28.0   66.0   95.0   66.0   57.0   75.0   57.0   38.0   91.0   16.0   33.0   43.0   39.0   69.0   52.0   90.0   65.0   34.0   25.0   17.0   56.0   21.0   65.0   48.0   38.0   33.0   47.0   51.0   32.0   35.0   11.0   82.0   56.0 
   7.0   13.0   28.0   84.0   28.0   99.0   69.0   28.0   15.0   17.0   92.0   19.0   61.0   28.0   99.0   98.0   68.0   16.0   14.0   43.0    3.0   50.0    9.0   14.0   19.0   52.0   83.0    5.0   59.0   94.0   18.0   26.0    9.0    9.0    1.0    1.0   40.0   20.0   16.0   75.0    1.0   92.0    8.0   59.0   95.0    0.0    4.0   71.0   11.0   13.0   20.0   17.0   39.0    1.0   20.0   75.0   39.0   63.0   57.0    7.0   89.0   65.0   72.0   83.0   99.0    4.0   73.0   33.0   92.0   89.0   70.0    5.0   53.0   42.0   89.0 
   2.0   11.0   42.0   52.0   80.0   69.0   56.0   54.0   36.0   80.0   33.0   16.0   27.0   51.0   20.0   85.0   51.0   45.0   37.0   54.0   34.0   46.0   30.0   21.0    2.0   66.0   18.0   95.0   48.0   90.0   32.0   33.0   99.0   69.0   54.0   36.0   69.0   59.0   40.0   81.0   10.0   97.0   48.0   94.0   58.0   27.0   48.0   77.0   69.0   69.0   33.0   63.0   49.0   24.0   28.0   36.0   81.0   36.0   78.0   71.0   46.0   87.0   46.0   37.0   31.0   39.0   92.0   34.0   38.0   22.0   59.0   75.0   86.0   62.0   35.0 
