30 75
 845.0 1868.0  678.0 2045.0 1839.0 2650.0  861.0 1659.0 2608.0 2322.0 2577.0 2113.0  782.0  841.0 1532.0 2244.0 2353.0 1865.0  662.0  400.0  993.0  390.0  634.0  553.0 2735.0 1595.0 2660.0 2114.0  658.0 1594.0 
  10.0   74.0   52.0   31.0   58.0   76.0   71.0   98.0   63.0   15.0   24.0   82.0   26.0   41.0   90.0   96.0   43.0   12.0   39.0   90.0   92.0   51.0   32.0   39.0   89.0   23.0   77.0   58.0    7.0   34.0   69.0   30.0   69.0   42.0   87.0   58.0   11.0   97.0   63.0   34.0    7.0   86.0   22.0   19.0   69.0    9.0   89.0   60.0   14.0   71.0   67.0    3.0   99.0   83.0   77.0   44.0   24.0   98.0   75.0   87.0    5.0   52.0   34.0   26.0   19.0   32.0   94.0   46.0    9.0   58.0   82.0   37.0   66.0   85.0   99.0 
  27.0   90.0   88.0    6.0   19.0   72.0   88.0   34.0    0.0   72.0   88.0   23.0   98.0   13.0   29.0   82.0   61.0   90.0   96.0   60.0   97.0   69.0   82.0    0.0   21.0   34.0   50.0   24.0   85.0   79.0   97.0   74.0    9.0   38.0   96.0   92.0    4.0   59.0   42.0   39.0   83.0   32.0   93.0   67.0   77.0   47.0   99.0   30.0   32.0    5.0   26.0   35.0   11.0   68.0   78.0   44.0   84.0   56.0    5.0   18.0    8.0   84.0   17.0   96.0   13.0   50.0   76.0   34.0   66.0   56.0   95.0   71.0   44.0   80.0   25.0 
   5.0   30.0   60.0   90.0   30.0   79.0   91.0   18.0   84.0   57.0   12.0   43.0   68.0   89.0   38.0   94.0   65.0   81.0   82.0   41.0   47.0   28.0   38.0   12.0   90.0   98.0   81.0   81.0    9.0   72.0   93.0   28.0   19.0   70.0   99.0   65.0    5.0   26.0   25.0   27.0   16.0   53.0   80.0   39.0   78.0   56.0   50.0   47.0   24.0   30.0   11.0   18.0   42.0   17.0   67.0   12.0   47.0   39.0   99.0   19.0   65.0   91.0   37.0   67.0   37.0   10.0   51.0   96.0   49.0   11.0   60.0    5.0   70.0   90.0   58.0 
  90.0   18.0   18.0   33.0   68.0   73.0   18.0   73.0   76.0   40.0   11.0   44.0   37.0   82.0   95.0   89.0   16.0   21.0   57.0   44.0   49.0    1.0   98.0   26.0   19.0   56.0    7.0   25.0   71.0   73.0   73.0   84.0   73.0   41.0   43.0   73.0   24.0    4.0   26.0   62.0   99.0   92.0   34.0   78.0   45.0   66.0   76.0   66.0   12.0   41.0   89.0   37.0   39.0    7.0   14.0   14.0   73.0   48.0   19.0   66.0   38.0   50.0   60.0   43.0   47.0    5.0   90.0    0.0   55.0    7.0   14.0   16.0   59.0   45.0   79.0 
  82.0   84.0    8.0   91.0   45.0   98.0   79.0   98.0   76.0   19.0    2.0   10.0   63.0   78.0   91.0   49.0    3.0   22.0   28.0   27.0   77.0   34.0   92.0   46.0   99.0   81.0   66.0   35.0   25.0   72.0   10.0   89.0   35.0   42.0   98.0   40.0   88.0   47.0   37.0   35.0   40.0   87.0   37.0   44.0   29.0   40.0   65.0   77.0   37.0   19.0   59.0   26.0   15.0   45.0   15.0   24.0   76.0   40.0   37.0   23.0   58.0   43.0   66.0   87.0   60.0   35.0   68.0   12.0   38.0   90.0   93.0   54.0   80.0   48.0    8.0 
  77.0   72.0   66.0   60.0   92.0   77.0    9.0   61.0   69.0   73.0   31.0    0.0   43.0    9.0   87.0   75.0   62.0   84.0   23.0   94.0   15.0   98.0   71.0   22.0   48.0   53.0   40.0   80.0   77.0   94.0    3.0   80.0   98.0   94.0   74.0   12.0   81.0   89.0   79.0   70.0   71.0   44.0   21.0   20.0   70.0   78.0   45.0   18.0   22.0   18.0   83.0   64.0   84.0   11.0   10.0    7.0    1.0   67.0   76.0   89.0   65.0   54.0   49.0   35.0   70.0   33.0   37.0   85.0   65.0   39.0   12.0   72.0   98.0    4.0   28.0 
  73.0   70.0    8.0   80.0   16.0    2.0   45.0   78.0   73.0   33.0    9.0   37.0   53.0   12.0   56.0   30.0   27.0   20.0   84.0   79.0   40.0   67.0   79.0   12.0   49.0   66.0   91.0   94.0   74.0   70.0   11.0   26.0   66.0   76.0   84.0    8.0    4.0    7.0   32.0   78.0   96.0   53.0   93.0   15.0   13.0   83.0   90.0   11.0   31.0   31.0    5.0   13.0   98.0   44.0   80.0   34.0   18.0    5.0   41.0   31.0   52.0   18.0   26.0   54.0   41.0   66.0   46.0   62.0   44.0   39.0   59.0    7.0    0.0   28.0   61.0 
  67.0   20.0   66.0   90.0   24.0   66.0   64.0    3.0   78.0   78.0   15.0   96.0   67.0   75.0   77.0   67.0   22.0   12.0   58.0   39.0   99.0   36.0    1.0   87.0   55.0   23.0    6.0   47.0   69.0   22.0   95.0   33.0    8.0   80.0   25.0   33.0   30.0   74.0   46.0   11.0   45.0   25.0   92.0   97.0   98.0   14.0   32.0   69.0   21.0   85.0   48.0   35.0    6.0   48.0   74.0    4.0   38.0   72.0   59.0   47.0   61.0   72.0   94.0   65.0   98.0   92.0   68.0   36.0    1.0   78.0   72.0   65.0   62.0   50.0   53.0 
  55.0   96.0   96.0   27.0    0.0   11.0   90.0   32.0   61.0   74.0   69.0   66.0   20.0   18.0   60.0    0.0   73.0    0.0   42.0   72.0   46.0   45.0   71.0   66.0   82.0    0.0   75.0    0.0   96.0   19.0   17.0   42.0   93.0   50.0   31.0   38.0   66.0   59.0   16.0   63.0   52.0   56.0   13.0   87.0   60.0   52.0   36.0   65.0   75.0   33.0   89.0   41.0   19.0   40.0   30.0   72.0   87.0   91.0   28.0   71.0   53.0   96.0   66.0   71.0   43.0   13.0   31.0    3.0   75.0    7.0   58.0   98.0   70.0   36.0   58.0 
  80.0    5.0   84.0   94.0   36.0    5.0    4.0   70.0    9.0   78.0    1.0   55.0   82.0   27.0   78.0   89.0   49.0   43.0    4.0   72.0   66.0   57.0   85.0   65.0    2.0   47.0   31.0   44.0   75.0   79.0   24.0   87.0   90.0    1.0   71.0   14.0   65.0   72.0   55.0   65.0   55.0   39.0   78.0   23.0   67.0   60.0    1.0   84.0   70.0   69.0   74.0   65.0   97.0   78.0   60.0   61.0   45.0   35.0   56.0   43.0   60.0   17.0    6.0    1.0   30.0   69.0    3.0   29.0   55.0   89.0   96.0   54.0   25.0   52.0   79.0 
