20 50
 500.0  500.0  500.0  500.0  500.0  500.0  500.0  500.0  500.0  500.0  500.0  500.0  500.0  500.0  500.0  500.0  500.0  500.0  500.0  500.0 
 140.0  531.0  304.0  303.0  542.0  431.0  750.0  443.0  451.0  824.0  186.0  774.0  612.0  458.0  533.0  572.0  243.0  334.0  835.0  663.0  416.0  267.0  215.0  644.0  559.0  724.0   76.0  718.0  610.0  820.0  527.0  241.0  550.0   86.0  632.0  399.0  724.0  554.0  672.0  479.0  508.0   51.0  149.0  101.0  644.0  338.0  367.0  416.0  681.0  714.0 
 682.0  112.0  559.0  505.0   68.0  201.0  177.0  322.0  270.0  244.0  406.0  234.0   59.0  461.0  345.0  196.0  369.0  415.0  243.0  499.0  181.0  342.0  378.0  212.0  480.0  131.0  656.0  144.0   57.0  247.0  376.0  377.0  241.0  552.0  122.0  504.0  252.0  109.0  165.0  415.0  357.0  598.0  535.0  505.0  319.0  400.0  259.0  410.0  231.0  466.0 
 729.0  379.0  708.0  660.0  247.0  217.0  439.0  161.0  501.0  480.0  448.0  259.0  247.0  682.0   93.0  479.0  366.0  589.0  401.0  773.0  343.0  347.0  428.0  113.0  731.0  360.0  677.0  413.0  354.0  495.0  121.0  481.0   71.0  602.0  420.0  698.0  548.0  193.0  187.0  186.0  607.0  580.0  480.0  551.0  608.0  279.0  425.0  620.0  133.0  754.0 
 697.0  120.0  519.0  467.0  222.0  331.0  149.0  470.0  212.0  216.0  460.0  362.0  222.0  372.0  506.0   80.0  453.0  376.0  294.0  352.0  240.0  428.0  433.0  377.0  360.0  188.0  689.0  131.0  111.0  202.0  535.0  399.0  405.0  578.0   47.0  434.0   97.0  273.0  321.0  567.0  252.0  656.0  617.0  539.0  162.0  526.0  271.0  338.0  392.0  307.0 
 910.0  331.0  787.0  733.0  272.0  391.0  182.0  462.0  488.0  171.0  628.0  104.0  201.0  672.0  437.0  381.0  578.0  642.0   54.0  661.0  410.0  551.0  600.0  240.0  671.0  125.0  880.0  185.0  243.0  194.0  469.0  607.0  338.0  778.0  274.0  724.0  339.0  264.0  171.0  528.0  557.0  812.0  737.0  730.0  469.0  569.0  489.0  627.0  221.0  605.0 
 373.0  444.0  455.0  427.0  398.0  266.0  638.0  223.0  439.0  706.0  173.0  593.0  461.0  537.0  306.0  520.0  118.0  405.0  686.0  713.0  324.0  138.0  180.0  448.0  626.0  589.0  309.0  605.0  498.0  708.0  296.0  261.0  345.0  268.0  541.0  507.0  660.0  390.0  493.0  246.0  533.0  202.0   97.0  226.0  629.0  107.0  329.0  477.0  484.0  738.0 
 520.0  371.0  270.0  245.0  497.0  521.0  513.0  652.0  227.0  573.0  443.0  712.0  540.0   82.0  727.0  297.0  502.0  213.0  661.0  129.0  386.0  492.0  432.0  678.0   20.0  552.0  551.0  498.0  444.0  553.0  746.0  352.0  657.0  455.0  403.0  152.0  383.0  550.0  645.0  747.0  125.0  582.0  608.0  449.0  235.0  639.0  316.0  135.0  705.0  203.0 
 294.0  310.0  205.0  162.0  358.0  291.0  530.0  379.0  212.0  605.0  108.0  606.0  427.0  258.0  468.0  336.0  181.0  125.0  635.0  446.0  213.0  181.0  103.0  506.0  351.0  518.0  283.0  500.0  396.0  597.0  478.0   24.0  438.0  172.0  406.0  229.0  487.0  389.0  511.0  458.0  276.0  268.0  274.0  138.0  405.0  328.0  139.0  200.0  542.0  486.0 
 740.0  285.0  515.0  473.0  408.0  500.0  293.0  643.0  268.0  332.0  561.0  542.0  414.0  327.0  689.0  186.0  581.0  397.0  444.0  205.0  383.0  560.0  538.0  568.0  264.0  361.0  751.0  294.0  302.0  308.0  717.0  480.0  592.0  641.0  238.0  405.0  137.0  461.0  510.0  742.0  221.0  745.0  732.0  615.0   72.0  680.0  372.0  328.0  582.0  132.0 
 681.0  395.0  433.0  404.0  528.0  589.0  465.0  730.0  300.0  509.0  571.0  701.0  552.0  240.0  792.0  297.0  616.0  357.0  617.0   38.0  455.0  601.0  555.0  703.0  143.0  524.0  709.0  460.0  442.0  486.0  816.0  481.0  706.0  608.0  385.0  315.0  312.0  583.0  655.0  829.0  199.0  730.0  743.0  595.0  178.0  740.0  409.0  276.0  723.0   52.0 
