20 40
 362.0  491.0  913.0  419.0  266.0  401.0  598.0  409.0  418.0  721.0  350.0  602.0  488.0  397.0  512.0 1056.0  476.0  116.0  446.0  525.0 
  86.0   29.0   28.0    3.0   47.0   81.0   48.0   51.0   53.0   90.0   63.0   31.0   84.0    4.0   24.0   40.0   57.0   47.0   63.0   51.0   24.0   11.0   98.0    0.0   61.0   53.0   16.0   85.0   69.0   83.0   89.0   14.0   59.0   10.0   80.0   44.0   27.0   24.0    1.0   96.0 
  73.0    2.0   45.0   86.0    8.0    0.0   10.0   70.0   71.0   25.0   68.0   97.0    9.0   25.0    1.0   43.0   13.0   62.0   37.0   55.0   34.0   24.0   80.0   69.0    4.0   47.0   21.0   27.0   55.0   34.0   63.0   67.0   75.0   82.0    3.0   35.0   45.0   38.0   43.0    3.0 
  23.0   90.0   47.0   37.0   67.0   41.0   45.0   43.0    5.0    7.0   57.0   30.0   42.0   68.0   99.0   90.0   44.0   39.0   75.0   22.0   87.0   15.0   17.0   80.0   96.0   16.0   30.0   12.0   91.0   32.0   96.0   62.0   80.0    4.0   52.0   69.0   83.0   80.0   70.0   13.0 
  98.0    3.0   72.0    9.0   90.0   13.0   93.0   95.0   70.0   35.0   17.0   57.0   31.0   34.0   56.0   20.0   70.0   38.0   14.0    5.0   64.0    6.0   55.0    1.0   34.0   95.0   74.0   30.0   15.0   35.0   76.0   46.0   74.0   57.0   71.0   61.0   56.0   70.0   93.0   67.0 
  62.0   10.0   67.0    1.0   41.0   60.0   25.0   48.0   73.0   85.0   34.0   91.0    2.0   90.0   31.0   93.0   28.0   44.0    4.0   31.0    3.0   78.0   91.0   91.0   22.0   81.0   69.0   57.0   19.0   86.0   32.0   40.0   29.0   85.0   32.0   34.0   75.0   41.0   39.0   45.0 
  65.0   99.0   55.0   49.0   54.0   23.0    6.0    7.0   45.0   60.0   54.0   50.0   32.0   85.0   46.0   42.0   76.0   82.0   60.0   66.0   23.0   61.0   14.0   40.0   21.0   78.0   93.0   37.0   43.0   53.0   57.0   72.0   36.0   96.0   55.0   28.0   79.0   81.0   94.0   50.0 
  17.0   23.0   33.0    5.0   20.0   42.0   69.0    5.0   70.0   35.0   35.0    3.0   39.0   83.0   81.0   48.0   66.0   85.0   99.0   26.0    5.0    0.0   63.0    4.0   63.0   90.0   76.0   76.0   48.0   68.0   89.0   80.0   76.0   95.0    9.0   21.0   28.0   64.0   87.0   33.0 
  86.0    6.0   17.0   48.0   69.0   39.0   47.0   21.0   26.0   98.0   70.0   97.0   85.0   72.0   28.0   57.0   44.0   51.0   66.0   64.0   38.0   90.0    1.0   33.0    8.0   78.0   91.0   98.0   69.0   12.0   58.0   58.0   76.0   73.0   11.0   19.0   89.0   23.0   22.0   89.0 
  31.0   23.0   85.0   78.0   49.0   85.0   78.0   71.0   45.0   66.0   85.0   70.0   21.0   82.0   56.0   98.0   27.0   84.0   38.0    8.0   54.0   52.0   66.0   80.0   30.0   87.0   61.0   10.0   13.0    8.0   68.0    6.0   25.0   24.0   26.0   70.0   61.0   77.0   43.0   39.0 
  58.0    4.0   48.0   39.0   26.0   19.0   17.0   39.0    7.0   68.0   46.0   74.0   39.0   40.0   41.0   74.0   28.0   10.0   83.0   10.0   59.0   51.0   45.0   13.0   23.0   56.0   14.0   93.0   30.0   56.0   95.0   16.0   58.0   36.0   47.0   63.0   36.0   42.0   18.0   76.0 
  69.0   64.0   30.0   41.0   70.0   76.0   85.0   97.0   97.0   19.0   28.0   96.0   87.0   96.0   80.0   95.0   30.0   83.0   31.0   98.0    5.0   70.0   87.0   93.0   26.0    6.0    7.0    1.0   87.0   43.0   53.0    8.0   91.0   59.0   10.0   18.0   25.0   57.0   98.0   22.0 
   0.0   65.0   36.0   49.0   29.0   10.0   89.0   25.0   20.0   70.0   43.0   42.0   61.0   23.0   77.0   88.0   42.0   57.0   60.0   92.0   28.0   36.0   20.0   97.0   24.0   73.0    9.0   26.0   47.0   94.0   75.0   71.0   33.0   69.0    6.0   63.0   26.0   23.0   72.0   25.0 
   9.0   46.0   63.0   41.0   44.0   84.0   93.0   76.0   42.0   28.0   89.0   91.0   43.0   62.0   37.0   56.0    5.0   45.0   38.0   68.0   95.0    9.0   97.0   41.0   81.0   47.0   23.0   99.0   32.0   13.0   34.0   34.0   12.0   62.0   57.0   24.0   25.0   18.0    4.0   78.0 
  81.0   47.0   42.0   71.0   35.0   88.0   25.0    8.0   50.0   33.0    7.0   14.0   28.0    0.0   56.0   83.0    8.0   38.0   37.0   49.0   85.0   44.0   31.0    3.0   32.0   83.0   56.0   14.0   14.0    8.0   65.0    0.0   32.0   66.0    8.0    9.0   30.0   33.0   29.0   33.0 
   2.0   85.0   66.0   18.0   38.0   23.0   44.0    4.0   39.0    8.0   67.0   29.0   54.0   27.0    7.0   65.0   38.0   69.0   10.0    4.0   91.0   69.0   40.0    8.0    1.0   48.0   23.0   46.0   93.0   61.0    9.0   54.0   73.0   38.0   21.0    9.0   29.0    8.0   75.0   10.0 
  90.0   68.0   58.0   99.0   25.0   23.0   19.0   82.0   59.0    4.0   33.0   35.0   26.0   10.0   93.0   71.0   72.0   33.0   43.0   82.0   30.0   32.0   47.0    9.0   85.0   97.0   53.0    9.0   44.0   19.0   11.0   87.0   85.0   61.0   40.0   93.0   78.0   99.0   33.0   33.0 
  54.0    5.0   83.0   97.0   21.0   80.0   28.0   53.0   95.0   59.0   80.0   35.0   34.0   41.0   78.0   49.0   57.0   12.0   65.0   91.0   32.0   53.0   84.0   44.0   72.0   22.0   69.0   66.0   32.0   52.0   31.0   25.0   76.0   69.0   67.0   27.0   39.0   74.0   68.0   87.0 
  49.0   47.0   29.0   88.0   85.0   40.0   98.0   42.0   46.0   27.0   17.0   61.0   29.0   82.0   35.0   21.0   21.0   33.0    2.0    8.0   11.0   82.0   79.0   42.0   13.0   21.0   63.0   92.0   85.0   51.0   79.0   44.0   61.0   88.0   66.0    7.0   85.0   16.0   36.0   87.0 
   0.0   94.0   31.0   85.0   27.0   44.0   20.0   50.0    9.0    3.0   72.0   19.0   95.0   49.0   32.0   17.0   66.0   67.0    4.0   46.0   80.0   89.0   85.0   32.0   13.0   42.0   18.0   64.0    6.0   89.0   64.0   70.0   31.0   92.0   83.0   16.0   15.0   60.0   63.0    5.0 
  73.0   44.0   35.0   58.0   51.0   10.0   95.0   35.0   66.0   66.0   91.0   19.0   53.0   33.0   76.0   38.0   49.0   87.0   90.0    9.0   61.0   29.0   24.0    9.0   37.0   54.0   96.0   44.0   28.0   89.0    2.0   20.0   92.0   58.0   11.0   68.0   29.0   46.0   35.0   22.0 
  99.0
 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   2   3   4   2   2   2   3   2   2   4   2   3   2   3   3   4   2   2   2   2

