15 30
2664.0 2368.0  743.0 2795.0 1378.0 1611.0 3421.0 1703.0 3044.0 3256.0 3718.0 2730.0 4582.0 4793.0 1360.0 
  32.0   79.0   48.0   77.0   56.0    5.0   39.0   85.0   88.0   44.0    6.0   56.0   44.0   62.0   29.0   75.0   55.0   38.0   22.0   89.0   36.0   16.0   26.0   36.0   98.0    3.0   51.0   45.0   62.0   92.0 
  96.0   20.0   36.0   55.0   77.0   61.0   42.0   33.0   14.0   22.0   90.0   77.0   99.0   76.0   55.0    3.0   36.0    0.0   24.0    7.0   48.0   99.0   46.0   52.0   74.0   69.0   86.0   36.0   48.0   42.0 
  65.0   65.0   28.0   50.0   20.0   65.0   34.0    2.0    3.0   98.0   14.0   96.0   20.0    5.0   31.0   58.0    3.0   29.0   47.0   15.0   77.0   97.0   15.0   70.0   53.0    4.0   21.0   39.0   62.0   98.0 
  25.0   18.0   52.0   45.0   74.0   28.0   72.0   30.0   76.0    4.0   55.0   12.0   24.0   78.0   61.0   43.0   12.0   90.0   26.0   56.0   23.0   41.0   38.0   71.0   44.0   31.0   31.0   24.0   16.0   67.0 
  85.0   11.0   65.0   70.0   83.0   62.0   52.0   83.0   88.0   81.0   74.0   65.0   93.0   52.0   55.0    1.0   84.0   44.0   35.0    3.0   16.0   92.0   49.0    6.0   43.0   77.0   27.0    3.0   75.0   20.0 
  50.0   58.0   13.0   97.0   74.0   68.0   42.0   85.0   54.0   30.0   21.0   79.0   87.0   51.0   47.0   58.0   20.0   59.0   42.0   65.0   53.0   35.0   69.0   32.0   90.0   95.0    1.0   66.0   30.0   99.0 
  59.0   51.0   47.0   69.0   47.0   77.0   36.0   81.0   92.0   31.0   46.0   66.0   57.0   80.0   91.0   29.0   43.0   94.0    0.0   16.0    7.0   11.0   38.0   73.0   47.0   51.0   71.0   40.0   99.0    2.0 
  39.0    8.0   28.0   45.0   82.0   35.0   67.0   26.0   54.0   53.0   73.0   99.0   10.0   58.0   20.0   26.0   45.0   57.0    1.0   57.0   73.0   31.0   69.0   61.0   65.0   18.0   40.0   88.0   78.0   49.0 
  41.0   84.0   18.0   59.0   50.0   88.0   12.0   30.0   74.0   14.0    2.0   64.0    9.0   49.0   92.0   18.0   69.0   36.0   80.0   37.0   98.0   84.0   91.0   95.0   40.0   10.0   85.0   21.0   28.0   28.0 
  13.0   79.0   11.0   60.0   80.0   65.0   23.0    1.0   65.0    6.0   62.0   74.0   37.0   52.0   44.0   73.0   42.0   24.0    1.0   74.0   37.0   95.0   52.0   74.0   54.0    9.0   56.0   44.0   82.0   36.0 
   6.0   35.0   45.0   10.0   74.0    2.0   86.0   95.0   44.0    4.0   32.0   12.0   51.0   90.0   51.0   90.0   59.0   33.0   87.0   75.0   21.0   89.0   23.0   80.0   41.0   26.0   93.0   93.0   92.0   61.0 
  96.0   89.0   37.0   39.0   38.0    7.0   31.0   99.0   47.0   47.0   32.0   40.0   63.0    0.0    7.0   74.0   88.0   97.0   23.0   31.0   87.0   70.0   61.0   52.0   42.0   70.0   22.0    2.0   30.0   70.0 
  27.0   10.0   93.0   64.0   31.0   91.0   62.0   84.0   73.0   32.0   17.0    3.0   92.0   66.0   21.0   75.0   21.0   12.0   69.0   58.0    5.0   40.0   82.0   12.0   41.0   50.0    0.0    6.0   21.0   56.0 
  73.0    1.0   33.0   12.0   10.0   52.0   68.0   39.0   11.0   50.0   79.0   14.0   61.0   13.0   95.0   91.0    1.0   24.0   78.0   34.0   11.0   28.0   69.0   69.0   16.0   32.0   23.0   77.0   12.0   10.0 
  47.0   69.0   57.0   53.0    5.0   34.0   92.0   47.0   78.0   13.0   48.0   60.0   89.0   59.0   88.0   11.0    6.0   36.0   38.0   11.0   71.0    7.0   80.0   17.0   41.0   75.0   42.0   57.0   95.0   65.0 
  99.0
 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75
   1   1   1   2   1   1   2   1   1   2   2   1   2   3   1
   2   2   2   3   2   2   3   2   2   3   3   2   4   5   2

