20 50
2844.0 2625.0 1910.0 4831.0 3583.0  361.0  925.0 1248.0 3312.0 2838.0  530.0 3949.0 2968.0 1130.0  593.0 2574.0  688.0 2078.0 1853.0 1741.0 
  31.0   62.0   74.0   92.0   19.0   61.0   76.0   17.0   90.0   32.0   93.0   73.0   46.0   72.0   81.0   84.0   30.0   38.0   50.0   90.0   43.0   60.0   72.0   68.0   64.0   64.0   10.0   48.0   65.0   89.0   31.0   32.0   38.0    5.0   25.0   14.0    4.0   34.0   26.0   96.0   37.0   66.0   29.0   13.0   84.0   80.0   11.0   43.0   81.0   63.0 
  87.0   56.0   21.0   38.0   93.0    0.0   71.0   80.0    9.0   29.0   62.0   20.0   27.0   68.0    3.0   74.0   63.0   87.0   52.0   80.0   99.0   50.0   52.0   35.0   27.0   51.0   80.0   44.0   94.0   64.0   88.0   59.0   44.0   84.0   49.0   29.0   63.0   70.0   99.0   36.0   25.0   91.0   82.0   44.0   28.0   69.0   91.0   44.0   48.0   20.0 
  93.0   36.0   78.0    7.0   35.0   75.0   97.0   28.0    0.0   37.0   59.0   30.0   84.0    5.0   42.0   90.0   63.0   45.0   88.0    5.0   62.0   76.0   72.0   60.0   24.0   39.0   70.0   94.0   75.0   67.0   28.0   73.0   98.0   50.0   32.0   56.0   98.0    8.0   74.0   65.0   74.0   56.0   25.0   52.0   84.0   76.0   99.0   68.0   15.0   83.0 
  44.0   57.0    1.0   83.0   34.0   25.0   64.0   43.0   47.0   24.0   99.0   64.0   86.0   19.0   93.0   34.0   46.0   26.0   20.0   45.0    4.0    5.0   37.0   77.0   18.0   56.0   76.0   98.0   17.0   15.0   36.0   57.0   96.0   42.0   81.0   74.0   10.0   17.0   30.0   41.0   67.0   37.0   54.0    6.0   23.0    5.0   67.0   75.0   74.0   26.0 
  33.0   45.0   19.0   54.0   91.0   97.0   59.0   86.0   52.0   43.0   59.0   18.0   51.0   77.0    7.0    7.0   32.0   98.0   63.0   27.0   75.0   31.0   78.0   81.0    9.0   42.0   14.0   28.0   32.0   58.0   62.0   96.0   31.0   90.0   58.0    3.0    0.0   43.0    7.0   77.0   59.0   45.0   99.0   71.0   70.0   58.0   27.0   85.0   61.0   98.0 
  84.0   48.0   28.0   98.0   79.0    5.0   51.0   32.0   13.0   87.0    8.0   83.0   83.0   98.0   53.0   74.0   64.0   17.0   92.0   27.0   52.0   43.0   24.0    4.0    8.0   38.0   83.0   54.0    2.0   72.0   87.0   54.0   58.0   67.0   74.0   55.0   94.0   37.0   55.0   23.0   71.0   39.0   50.0   86.0   31.0    8.0   36.0   77.0   45.0    7.0 
  35.0   19.0   31.0   20.0   66.0   66.0   96.0   98.0   49.0    7.0   60.0    6.0   46.0   63.0   31.0   64.0    7.0   26.0   46.0   51.0   46.0   27.0   33.0   68.0    0.0    4.0   86.0    8.0    7.0   72.0   26.0   24.0   68.0   91.0   76.0    1.0   18.0   35.0   28.0   19.0   98.0   61.0   11.0   29.0   17.0   77.0   58.0   13.0   28.0   11.0 
  36.0    1.0   10.0   43.0   69.0   53.0   37.0   10.0   83.0   23.0   13.0   42.0   42.0   31.0   21.0    8.0   45.0   65.0   22.0   42.0   16.0   79.0   52.0   37.0    0.0   82.0   15.0   42.0   57.0   32.0   74.0   49.0   55.0   33.0   50.0   95.0   64.0   25.0   11.0   50.0   48.0   81.0   67.0   13.0   62.0    0.0   65.0    3.0   45.0   97.0 
   5.0   67.0   89.0   27.0   78.0   90.0   94.0   79.0   76.0    9.0   51.0   76.0   97.0   43.0    0.0   22.0    3.0   41.0   52.0   14.0   35.0   98.0   10.0   52.0   33.0   77.0   81.0   63.0   57.0   23.0    4.0   20.0    1.0   89.0   61.0   57.0   15.0   48.0   99.0   90.0   24.0   13.0   50.0   38.0   46.0   61.0   48.0   37.0    9.0   45.0 
  50.0   98.0   74.0   20.0   70.0   20.0   57.0   72.0   25.0   49.0   95.0   69.0    5.0   69.0   11.0   83.0    6.0   51.0   60.0   39.0   76.0   85.0   69.0   57.0   57.0   32.0   81.0   98.0   31.0   65.0    2.0    7.0   60.0   12.0   38.0   57.0   35.0    0.0   47.0   91.0   13.0    1.0   77.0   69.0   69.0   72.0   10.0    9.0   31.0    3.0 
  55.0   62.0   79.0   16.0   21.0    4.0   16.0   89.0   92.0   63.0   10.0   94.0   52.0    2.0   50.0   89.0   60.0   12.0   83.0   95.0   22.0   88.0   90.0   68.0   58.0   90.0   47.0   69.0   69.0   18.0   99.0   27.0    8.0   78.0   25.0   14.0   51.0   49.0   11.0   12.0   58.0   55.0   13.0   80.0   51.0   32.0   33.0   22.0   77.0   98.0 
  24.0   56.0   53.0   11.0   33.0   18.0   79.0   82.0   91.0   54.0   68.0    6.0   96.0   81.0    6.0    7.0   96.0   79.0   27.0   16.0   84.0   80.0    6.0   67.0   90.0   67.0   52.0   90.0   74.0   65.0    2.0    3.0   25.0   34.0   16.0    8.0   47.0   66.0   69.0   83.0   60.0   75.0   47.0   78.0   89.0   94.0   38.0    6.0   60.0   65.0 
  40.0    9.0   93.0   20.0    8.0   10.0   84.0    3.0   21.0   55.0   74.0   73.0   98.0   38.0   96.0   19.0   45.0   78.0   30.0   71.0   69.0   41.0   20.0   10.0    2.0   57.0   89.0   95.0   16.0   41.0   63.0   76.0   45.0    7.0   87.0   14.0   99.0   94.0   43.0    2.0   88.0   79.0   71.0   81.0   37.0   96.0   86.0   60.0    6.0   59.0 
  25.0   26.0   67.0   15.0   69.0   77.0   44.0   51.0    8.0   22.0   39.0    8.0   56.0   81.0   16.0   94.0   36.0   36.0   21.0   99.0   27.0   71.0   28.0   39.0   10.0   19.0   82.0   99.0    6.0    5.0   44.0   79.0   25.0   88.0   33.0   36.0    8.0    8.0   72.0   27.0   70.0   27.0   29.0   54.0   43.0   74.0   63.0   10.0   22.0   89.0 
  19.0    5.0    9.0   96.0   16.0   66.0   64.0   99.0    8.0   89.0   40.0   99.0   28.0   46.0   15.0   43.0   44.0   76.0   41.0   29.0   32.0   54.0   10.0   78.0   43.0   61.0   24.0   96.0   70.0   50.0   61.0   50.0   20.0   15.0   47.0   31.0   81.0   65.0   24.0   28.0   91.0   83.0   18.0   91.0    5.0    5.0    8.0    5.0   68.0   81.0 
  22.0   41.0   67.0   28.0    0.0   39.0   69.0    3.0   45.0   88.0   19.0   96.0   52.0   37.0   11.0   59.0   60.0   61.0   29.0   66.0   44.0   61.0   37.0   13.0    9.0   50.0   78.0    9.0   84.0   53.0   67.0   66.0   15.0   98.0   80.0    0.0   59.0   10.0   52.0   19.0   80.0    3.0   73.0   20.0   37.0   80.0   74.0   81.0   85.0   19.0 
   5.0   12.0   89.0   19.0   51.0   57.0   24.0   21.0   84.0    7.0   40.0   24.0   16.0   94.0   26.0   57.0   45.0   52.0   67.0   11.0   69.0   33.0   56.0   57.0    9.0   28.0   19.0   59.0   24.0   83.0   30.0    2.0   32.0   23.0   30.0    3.0   29.0   66.0   48.0   34.0    7.0   41.0   19.0   41.0   71.0   13.0    0.0   59.0   62.0   94.0 
  54.0   58.0   60.0   93.0   21.0    4.0   56.0   13.0    7.0   89.0   51.0   49.0   22.0   60.0   58.0   74.0   66.0   77.0    3.0   51.0   77.0   63.0   69.0   70.0   70.0   41.0   40.0   99.0   84.0   81.0   46.0   21.0   24.0   44.0    3.0   84.0    6.0   22.0   63.0   40.0    1.0   89.0   51.0   90.0   76.0   38.0   13.0   31.0   41.0   25.0 
  21.0   43.0   89.0   94.0   65.0   66.0   46.0   28.0    6.0   21.0   99.0   70.0   19.0   30.0    1.0   85.0   55.0   90.0   63.0   50.0    2.0   50.0   23.0   23.0   64.0   70.0   14.0   12.0   20.0   97.0   32.0   44.0    0.0   30.0    7.0   31.0   51.0   91.0   69.0   45.0    5.0   89.0   20.0   81.0   49.0   96.0    0.0   26.0   94.0   12.0 
  85.0   92.0   16.0   34.0   71.0   19.0    5.0   76.0   19.0   12.0   77.0   92.0   82.0   76.0   28.0   26.0   22.0   89.0   64.0   38.0    7.0   92.0   86.0   98.0    2.0   85.0   92.0   85.0   60.0   21.0   70.0   72.0   21.0   96.0   84.0   28.0    4.0   46.0   78.0    6.0   98.0   42.0   63.0   41.0   59.0   80.0   13.0   39.0    4.0   77.0 
  99.0
 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75
