30 90
4546.0 4131.0 5875.0 3684.0 3565.0 5266.0 2758.0 1210.0 5064.0 4739.0 6183.0 3097.0 3579.0 2624.0 1964.0 4706.0 5603.0 4766.0 5979.0 1725.0 2356.0 2846.0 5265.0 1407.0 5384.0 4366.0 2360.0 1681.0 5851.0 3748.0 
  43.0    0.0   68.0   58.0   89.0   22.0   55.0   60.0    0.0   56.0   74.0   49.0   19.0   92.0    9.0   79.0   70.0   86.0   42.0   33.0   34.0   72.0   20.0   44.0   50.0   64.0   66.0   28.0   79.0   54.0   23.0   98.0   95.0    2.0   56.0   79.0   36.0   22.0   89.0   14.0   79.0   59.0   87.0   65.0   82.0   60.0   87.0    5.0   47.0   44.0   61.0    7.0   45.0   56.0   38.0   26.0   72.0   24.0   58.0   72.0   59.0    7.0   73.0   82.0   15.0   31.0   95.0   80.0   23.0   29.0   84.0   35.0   75.0   65.0   82.0   10.0   52.0   60.0   87.0    8.0   50.0    5.0   78.0    7.0   42.0   70.0   75.0   93.0   93.0   11.0 
  85.0   43.0   56.0   57.0   72.0   72.0   31.0    5.0   17.0   49.0   13.0   27.0   69.0   13.0   85.0   65.0   18.0   82.0   17.0   52.0   53.0   64.0   87.0    9.0   99.0   83.0   73.0   64.0   12.0   36.0   16.0   81.0   56.0   54.0   43.0   17.0   36.0   95.0   72.0   88.0    6.0   43.0   75.0   65.0   48.0   39.0   13.0   79.0   14.0   21.0   41.0   47.0   38.0   85.0   80.0   25.0   24.0   68.0   60.0   66.0   91.0   45.0   30.0    6.0   96.0   49.0   36.0   69.0   21.0    9.0   70.0   85.0   30.0    2.0   86.0   32.0   98.0   29.0   86.0   94.0    2.0   11.0   72.0   38.0   86.0   97.0   73.0   12.0   93.0   95.0 
  28.0   87.0    5.0   60.0    4.0   43.0   47.0    5.0   34.0   34.0   26.0   94.0   36.0   10.0   13.0   16.0   90.0   59.0   33.0   32.0   97.0    4.0   98.0   56.0   37.0   34.0   41.0   95.0   20.0   90.0   32.0   23.0   27.0   81.0   96.0    2.0   52.0   58.0   24.0   46.0   31.0   23.0   75.0   29.0   66.0   81.0   71.0   37.0   46.0   45.0   93.0   62.0   59.0   71.0   60.0   45.0   99.0   48.0   11.0   55.0   64.0   30.0   77.0   17.0   54.0    6.0   43.0   86.0   54.0   17.0   13.0   54.0   20.0   20.0   58.0   14.0   50.0   93.0   69.0   62.0   56.0   78.0   91.0   36.0   25.0   83.0   64.0   13.0   76.0    9.0 
   7.0   49.0   81.0    8.0   37.0   86.0   54.0   97.0   67.0   77.0   87.0   79.0   77.0   68.0   45.0   56.0   78.0   17.0   44.0   49.0   14.0   80.0   94.0   45.0   81.0   66.0   51.0   17.0   72.0   65.0   91.0    6.0   32.0   43.0    7.0   77.0   36.0    4.0   16.0   42.0   87.0   24.0   93.0   49.0   29.0   51.0   20.0   46.0   82.0   73.0   53.0    9.0   94.0   60.0    9.0   38.0   14.0   70.0   74.0   24.0   78.0   22.0   23.0   87.0   23.0   46.0   69.0   78.0   10.0   91.0   19.0   52.0   73.0   12.0   58.0    9.0   82.0   18.0   49.0    5.0   30.0   92.0   48.0   34.0   33.0   82.0   44.0   70.0   51.0   53.0 
  47.0   26.0   57.0   82.0   48.0   59.0    4.0    7.0   83.0   35.0   40.0   58.0   10.0   24.0    2.0   39.0   54.0   29.0   19.0   97.0   78.0   77.0   34.0   80.0   95.0   96.0   66.0   87.0   24.0   92.0   11.0   22.0   97.0   21.0   93.0   28.0    2.0   47.0   56.0   26.0   69.0    0.0    0.0   41.0   10.0   27.0   62.0   25.0   90.0   37.0   37.0   73.0   47.0   35.0   48.0   31.0   64.0   57.0   56.0    4.0   66.0   94.0   14.0   45.0   81.0   10.0   69.0   53.0   30.0   55.0    0.0   55.0   70.0   75.0    6.0   85.0   73.0    6.0   37.0   53.0   56.0   71.0   68.0   15.0   51.0   71.0   11.0   31.0   17.0   60.0 
  72.0   10.0   84.0   73.0    9.0   59.0   38.0   39.0   74.0   61.0   51.0   67.0    3.0   94.0   86.0   35.0   79.0   80.0   85.0   50.0   39.0   12.0   82.0   15.0   48.0    5.0   91.0    5.0   37.0   56.0   47.0   70.0   15.0   31.0   37.0   51.0   48.0   66.0   79.0   19.0    7.0   88.0   85.0   29.0   85.0   57.0   85.0   94.0   82.0   24.0   21.0   78.0   58.0    6.0   12.0   12.0   59.0   86.0   86.0   20.0    3.0   25.0   79.0   69.0   47.0   99.0    8.0   39.0   12.0   49.0    7.0    9.0   81.0   52.0   34.0   63.0   66.0   14.0   51.0   13.0   46.0   75.0   62.0   45.0   67.0   40.0   31.0   78.0   17.0   23.0 
  86.0   12.0   68.0   83.0   30.0   75.0   65.0   98.0   82.0   22.0   32.0   31.0    0.0   34.0   91.0   79.0   76.0    0.0   77.0   93.0   31.0   13.0   41.0   17.0   99.0   10.0   63.0   72.0    4.0   54.0   52.0   91.0   32.0   62.0   38.0   91.0    0.0   74.0   57.0   85.0   11.0   69.0   40.0   52.0   10.0   21.0   82.0   36.0   31.0    2.0   12.0   95.0   37.0   28.0   57.0   96.0   55.0   46.0   99.0   49.0    5.0   71.0   22.0   87.0   20.0   58.0   60.0   90.0   65.0   27.0   31.0   54.0   42.0   22.0   72.0   99.0    0.0   26.0   62.0   27.0   24.0    5.0   39.0   17.0   32.0   11.0   18.0   72.0   58.0   15.0 
  27.0   11.0   49.0   78.0   23.0   98.0   68.0   53.0   70.0   62.0   38.0   44.0    6.0   78.0   71.0   43.0   13.0   79.0   42.0   91.0   79.0   86.0   38.0   21.0   90.0    3.0   27.0   60.0   33.0   85.0   54.0   11.0   21.0   77.0   47.0   92.0   35.0    9.0   42.0   54.0   89.0   81.0   33.0   59.0    9.0   93.0   35.0   36.0   29.0   62.0   69.0   95.0   15.0    1.0   63.0   20.0   99.0   64.0   76.0   25.0   34.0   65.0   34.0   79.0   70.0   61.0   93.0    2.0   47.0   10.0   13.0   27.0    4.0   87.0   56.0   33.0   14.0   85.0    3.0   47.0   33.0   68.0   83.0   11.0   62.0    1.0   31.0   26.0   44.0   51.0 
  92.0   24.0   64.0   55.0   55.0   71.0   68.0   11.0   64.0   27.0   92.0   88.0   78.0   26.0   65.0   66.0   37.0    4.0   67.0   11.0   88.0    8.0   52.0    4.0   53.0   11.0    9.0   81.0   38.0   15.0   72.0   54.0   89.0   44.0   71.0   31.0   92.0   37.0   27.0   26.0   11.0   36.0   93.0   71.0   79.0   58.0   37.0   11.0   26.0   72.0   66.0    2.0   52.0   62.0   98.0   94.0   45.0   90.0   79.0   18.0   43.0   43.0   35.0   55.0   35.0   89.0   81.0   12.0   16.0    8.0   60.0   77.0   74.0   35.0   36.0   83.0   30.0   83.0   27.0   53.0   13.0   68.0   79.0   45.0   89.0   23.0   90.0   90.0   26.0    8.0 
  73.0   42.0   58.0   80.0   11.0   44.0   34.0   39.0    2.0   45.0   26.0   26.0   52.0   25.0   16.0   30.0   99.0   60.0   53.0   19.0   99.0   11.0    4.0   10.0   97.0   37.0   81.0   72.0   54.0   26.0   31.0   35.0   50.0   46.0   94.0   29.0   54.0   10.0   36.0   31.0   64.0   64.0   46.0   42.0    8.0   94.0   99.0   75.0   29.0   49.0   97.0   60.0   22.0   85.0   69.0   77.0   51.0   27.0   44.0    1.0   33.0   49.0   95.0   65.0   82.0   71.0   48.0   43.0   39.0   85.0   59.0   57.0   52.0   82.0   68.0   95.0   35.0   16.0    8.0   52.0   97.0   71.0   95.0   88.0   36.0   62.0   81.0    6.0   98.0   40.0 
