15 30
1300.0  138.0  968.0  988.0  215.0  767.0  908.0 1262.0  675.0  821.0  489.0  339.0  923.0  709.0  448.0 
  90.0   19.0   75.0   96.0   85.0   93.0   25.0   66.0   92.0   23.0   19.0   57.0   64.0   57.0   34.0   14.0   31.0   87.0   77.0   84.0   62.0   25.0   13.0   85.0   83.0   55.0   64.0   71.0   72.0   27.0 
  25.0   70.0   27.0    6.0   43.0   94.0   59.0   95.0   49.0   82.0   64.0   12.0   89.0   95.0   87.0   75.0   83.0   89.0   96.0   56.0   61.0   25.0   44.0   48.0   16.0   57.0   95.0   94.0   72.0   22.0 
  26.0   34.0   12.0   43.0   13.0   67.0   29.0   89.0    3.0   92.0   37.0   97.0   45.0   80.0   27.0   27.0   55.0   73.0   51.0   17.0   87.0   80.0   14.0   50.0   81.0   15.0   58.0   88.0   26.0   11.0 
  40.0   80.0   71.0   93.0   77.0   13.0   50.0   65.0   99.0   28.0   83.0   29.0   91.0   83.0    9.0   51.0    7.0   25.0   57.0   86.0    1.0   97.0    6.0   67.0   36.0   77.0   50.0    8.0   42.0   17.0 
  56.0   63.0   28.0   46.0   72.0   68.0   50.0   76.0   17.0   21.0   21.0   33.0   98.0   97.0   79.0   86.0   38.0   75.0   25.0    9.0   26.0   33.0   70.0   58.0   38.0   15.0   10.0   67.0   81.0   51.0 
  37.0   46.0   67.0   46.0   63.0    8.0   73.0   61.0   69.0   60.0   94.0   70.0   26.0   79.0   37.0   51.0   88.0   56.0   92.0   50.0   52.0   83.0   23.0   16.0   55.0   22.0   19.0   20.0   41.0   25.0 
  49.0   21.0   57.0   71.0    5.0   59.0   76.0   64.0   49.0   43.0   43.0   62.0   76.0   57.0   15.0    1.0   42.0   10.0   94.0   25.0   20.0   99.0   70.0    4.0   42.0   57.0   72.0   85.0   90.0   14.0 
  28.0   33.0   28.0   38.0   86.0   39.0   52.0   93.0   20.0   47.0   39.0   12.0   67.0   15.0   77.0   76.0   39.0   95.0    3.0   72.0   42.0   47.0    0.0   20.0   21.0   15.0   13.0   19.0   56.0   12.0 
   4.0   37.0   69.0   73.0    9.0   13.0   11.0   80.0   31.0   23.0   90.0   74.0   27.0   38.0   11.0   41.0   82.0   58.0   20.0   24.0   71.0    2.0    7.0   81.0    1.0   26.0   36.0    2.0   87.0   71.0 
  76.0   74.0   94.0   89.0   61.0   87.0   32.0   83.0   49.0   36.0   50.0   82.0   83.0   82.0   91.0    1.0   44.0   16.0   10.0   61.0   71.0   41.0   54.0    6.0   93.0   42.0   74.0    9.0   76.0   17.0 
  24.0   98.0   64.0    8.0   99.0   30.0   96.0   99.0   88.0   75.0   49.0   65.0   68.0   61.0   22.0   20.0    9.0   73.0   48.0   92.0   68.0   35.0   26.0   28.0   49.0   52.0   43.0   16.0    4.0    5.0 
  49.0   99.0   48.0   64.0   15.0   43.0   93.0   92.0   38.0   93.0   27.0   25.0   16.0   98.0   10.0   62.0   88.0    8.0   46.0   50.0   35.0   63.0   41.0   83.0   27.0    8.0   86.0    1.0   89.0   32.0 
  48.0   87.0   83.0   77.0    5.0   77.0   81.0   88.0   80.0   37.0   74.0   71.0   49.0   27.0   99.0   81.0    7.0   27.0   95.0   54.0   18.0    0.0   10.0   88.0   96.0   23.0   96.0   73.0   23.0   15.0 
  30.0   24.0    6.0   28.0    0.0   78.0   72.0   47.0   16.0   32.0   37.0   77.0   17.0   57.0   94.0   41.0   17.0   72.0   27.0   57.0   12.0   86.0   72.0   82.0    0.0    0.0   53.0   28.0   93.0   51.0 
  61.0   97.0   46.0   97.0   17.0   39.0   52.0   89.0   26.0   84.0    6.0   31.0   96.0   58.0   54.0   75.0   12.0   98.0   95.0   30.0   39.0   95.0   50.0   53.0   33.0   62.0   96.0    7.0   94.0   64.0 
  99.0
 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   3   2   3   3   2   2   3   5   3   2   2   2   2   3   2

