30 60
3995.0  697.0 5177.0 5351.0 3701.0 4164.0 4267.0 4675.0 3920.0 4809.0 4032.0 4544.0 5013.0 3104.0 2355.0 3903.0 1699.0 1249.0 1298.0 1309.0 3127.0 2119.0 4320.0 1838.0 4784.0 3201.0 3484.0 1304.0 5283.0 2196.0 
  46.0   94.0   83.0   26.0   99.0   21.0    2.0   44.0   31.0   48.0   60.0   81.0   86.0   65.0   68.0   53.0   76.0   65.0   65.0   51.0   86.0   39.0   11.0   59.0   11.0   59.0   31.0   53.0   46.0   56.0   94.0   10.0   13.0   94.0   40.0   92.0   36.0   33.0   53.0   44.0   59.0   89.0   74.0   66.0    4.0   91.0   57.0   96.0   82.0   22.0   74.0   73.0   34.0   66.0   59.0    4.0   29.0   39.0   97.0   17.0 
  45.0   37.0   14.0    5.0   71.0   66.0   73.0   54.0   76.0   46.0   94.0   71.0   59.0   73.0   90.0   98.0   42.0   77.0   72.0   29.0   45.0   92.0   85.0   68.0   21.0   40.0    0.0   94.0   62.0   41.0   85.0   54.0   77.0   32.0   38.0   72.0   38.0   15.0   89.0   77.0   89.0   14.0   79.0   46.0   34.0   62.0   94.0   74.0   83.0   94.0   83.0   52.0   74.0   71.0   31.0   76.0   61.0   10.0   10.0   63.0 
  71.0   19.0   37.0    5.0   97.0   99.0   73.0    3.0   63.0   73.0    6.0   77.0   58.0   21.0   28.0   13.0   80.0   24.0   99.0   66.0   77.0   89.0   62.0   81.0   87.0   13.0   55.0   60.0   68.0    0.0   10.0   68.0   23.0   11.0   52.0   83.0   21.0   64.0   91.0   97.0    5.0   78.0    7.0   48.0    6.0   56.0   24.0    9.0   34.0   18.0   86.0   12.0   80.0   74.0   24.0   19.0    0.0   37.0   12.0   36.0 
  97.0   19.0   15.0    8.0   75.0   39.0   62.0   84.0   74.0   50.0    8.0   43.0   28.0   76.0   15.0   27.0   83.0    9.0   32.0   90.0   51.0    9.0   91.0   48.0   92.0   65.0   13.0    5.0    8.0   29.0   44.0   44.0   58.0   13.0   99.0   85.0   93.0   64.0   37.0   18.0    8.0   98.0   41.0   99.0   12.0   10.0   29.0   15.0   21.0   48.0   76.0   22.0   64.0   62.0   55.0   47.0   11.0   10.0    5.0   62.0 
  12.0   26.0   34.0   12.0   52.0   12.0   33.0   58.0    3.0   24.0   12.0   69.0   40.0   87.0   64.0   96.0   49.0   86.0   17.0   17.0   30.0   26.0   76.0   82.0   41.0    6.0   21.0   45.0   91.0   65.0   42.0   93.0   66.0   39.0   17.0   68.0   13.0    3.0   37.0   83.0   56.0    5.0   73.0   29.0   64.0    6.0   87.0   85.0   53.0   96.0   89.0    8.0   45.0   18.0   30.0   26.0   57.0   81.0   51.0   24.0 
  37.0   63.0   53.0   69.0   65.0   29.0   20.0   39.0   94.0   68.0    0.0   63.0   57.0   68.0   55.0   63.0   92.0   17.0   64.0   98.0   57.0   86.0   44.0   87.0    8.0   34.0   35.0   40.0   46.0   23.0   63.0   20.0   34.0   68.0   59.0   14.0   83.0   86.0   62.0   25.0    7.0   78.0   74.0   87.0   41.0   28.0   98.0   94.0   39.0   12.0   37.0   49.0   31.0   36.0   64.0   32.0   51.0   87.0   60.0   89.0 
  37.0   42.0   72.0   80.0   83.0    9.0    7.0   52.0   83.0   42.0   51.0   46.0   77.0   27.0   69.0   48.0   27.0   82.0   33.0    8.0   84.0   80.0   13.0   11.0   56.0   19.0   67.0   97.0   69.0   40.0   21.0   19.0   16.0   84.0   47.0   50.0    9.0   91.0   27.0   33.0   16.0   48.0   21.0   70.0   98.0   79.0   20.0   58.0   36.0   76.0   98.0   75.0   53.0   74.0   53.0   95.0   31.0   78.0   50.0   62.0 
  73.0   42.0   24.0   48.0   60.0   93.0   71.0   66.0    4.0   84.0   58.0   66.0    6.0   24.0   66.0   65.0   36.0   16.0   68.0   42.0   54.0   88.0   34.0   85.0   57.0    0.0   60.0    5.0   35.0   16.0   13.0   14.0   60.0   46.0   99.0   81.0   78.0   57.0   46.0   49.0   30.0   49.0    1.0   24.0   88.0    7.0   62.0   32.0   15.0   15.0    7.0   47.0   33.0   43.0   59.0   80.0   19.0   98.0   64.0   51.0 
  38.0    0.0   89.0   93.0   58.0   87.0   95.0   16.0   66.0   77.0   41.0   17.0   82.0   41.0   54.0    2.0   64.0    2.0    7.0   33.0   63.0   37.0   75.0   48.0   20.0   66.0   26.0   68.0   12.0   40.0   62.0   10.0   37.0   11.0    4.0   83.0   40.0   14.0   16.0   82.0   92.0   26.0   74.0   79.0    4.0   29.0   87.0    0.0   90.0   61.0   48.0    4.0   70.0   64.0   38.0   50.0   22.0   26.0   74.0   59.0 
  24.0   66.0    4.0   33.0   45.0    2.0   68.0   85.0   22.0   70.0   48.0   96.0   33.0   86.0    0.0   81.0   66.0   57.0   51.0   37.0   16.0   35.0   68.0   74.0   60.0   85.0   79.0   67.0   90.0   69.0   79.0   28.0   26.0   57.0   89.0   96.0   86.0   45.0   97.0   47.0   35.0    3.0   57.0   19.0   98.0   34.0   68.0   61.0   40.0   56.0   10.0   95.0   18.0    4.0   58.0    3.0    4.0   41.0   58.0   28.0 
  85.0   77.0    4.0   41.0   20.0   81.0   31.0   68.0   73.0   48.0   95.0   13.0   42.0   42.0   46.0   71.0   81.0   68.0   25.0    3.0   45.0   58.0   87.0   11.0   41.0   88.0   18.0   62.0   58.0   51.0   44.0   47.0    6.0   64.0   34.0   95.0   34.0   25.0   96.0   22.0   54.0   12.0   69.0   22.0   52.0   23.0   10.0   16.0   93.0   64.0   66.0   27.0   25.0   80.0   54.0   10.0   70.0   25.0   19.0   21.0 
