15 30
1868.0 1532.0 4489.0  838.0 3715.0  736.0 1872.0 3032.0 1360.0 1328.0 2005.0 1884.0 1449.0 1839.0 4036.0 
  93.0   69.0   34.0   42.0   77.0   62.0   81.0   38.0   55.0   67.0   34.0   21.0   44.0   99.0   24.0   78.0   62.0   91.0   85.0   56.0   73.0    0.0   25.0   47.0   35.0   60.0   12.0   34.0    7.0   72.0 
  19.0   45.0   50.0   42.0   58.0   78.0   31.0   41.0    0.0   62.0    6.0   31.0   49.0   20.0   42.0   52.0   24.0   33.0   50.0   53.0    0.0   92.0   43.0   68.0   98.0   95.0   78.0   19.0   98.0   53.0 
  53.0    8.0    3.0   53.0   31.0   63.0   83.0   69.0   25.0   11.0   31.0   42.0   26.0   59.0   88.0   59.0   65.0    3.0   95.0   10.0   30.0   32.0   78.0   20.0   81.0   44.0   24.0   96.0   89.0   68.0 
  59.0   24.0   96.0   39.0   63.0   84.0   21.0   22.0   66.0   79.0   15.0    1.0    8.0   99.0   91.0   52.0    1.0   99.0   48.0   83.0   37.0   88.0   54.0   72.0   43.0    8.0   22.0   44.0   40.0   34.0 
  62.0   61.0   99.0   85.0   88.0   32.0   44.0   75.0   62.0   63.0   22.0    1.0   99.0   49.0   87.0   73.0   35.0   56.0   12.0   99.0   56.0   46.0   61.0   75.0   13.0   57.0   71.0   42.0   29.0   24.0 
  75.0   35.0   11.0   38.0   27.0   96.0   98.0    2.0    7.0   60.0   68.0   35.0   70.0   92.0   33.0   83.0   93.0   25.0   75.0   77.0   78.0   37.0   17.0   37.0   77.0   82.0   58.0   61.0   60.0   43.0 
  67.0   11.0   25.0   31.0   11.0   90.0   62.0    3.0   93.0   15.0   96.0   80.0   58.0    8.0   26.0   76.0   24.0   66.0   14.0   86.0   82.0   51.0   56.0   17.0   57.0   87.0   43.0    8.0   33.0   46.0 
  68.0   53.0   78.0   10.0   57.0   81.0   27.0   77.0   14.0   88.0   76.0   28.0    1.0   84.0   51.0   72.0   57.0   88.0    2.0   48.0   15.0   17.0    6.0   98.0   21.0    4.0   44.0   91.0   62.0    2.0 
  95.0    4.0   27.0   95.0    5.0   60.0    7.0   47.0   77.0   40.0   91.0   14.0   26.0   62.0   47.0   53.0   69.0   41.0   90.0   79.0   65.0    4.0   71.0   11.0   41.0   22.0   99.0   66.0   92.0   75.0 
  54.0   69.0    1.0   51.0   82.0    9.0   66.0   32.0   80.0   76.0   52.0   31.0   76.0   24.0   35.0   24.0   60.0   65.0   90.0   68.0    7.0   41.0   28.0   24.0   93.0    6.0   62.0   94.0   21.0   29.0 
  42.0   98.0   77.0    2.0    6.0   33.0   44.0   71.0   79.0   48.0   20.0   99.0   54.0   92.0   56.0   56.0   22.0   73.0   67.0   92.0   87.0    0.0   37.0   17.0   44.0   99.0   93.0   38.0   65.0   98.0 
  81.0   13.0   19.0   28.0   11.0   81.0   79.0    5.0   64.0   43.0   33.0   23.0   31.0   20.0   51.0    7.0   42.0   76.0   19.0   79.0   69.0   24.0   41.0   36.0   72.0   76.0   69.0   34.0   32.0    7.0 
  28.0   26.0   39.0   35.0   22.0    7.0   68.0   61.0   98.0   41.0   89.0   49.0   15.0   14.0   95.0   64.0   50.0   13.0   42.0   20.0   48.0    5.0   67.0   56.0   92.0   87.0   41.0    2.0   30.0   22.0 
  69.0   23.0    8.0   23.0   97.0   86.0   66.0   56.0    0.0   85.0   30.0   41.0    5.0   84.0   51.0   43.0   35.0   96.0    3.0   87.0   63.0    8.0   60.0    6.0   78.0   73.0   64.0   25.0   28.0   95.0 
  82.0   53.0   51.0    3.0   71.0   57.0   24.0   79.0   23.0   60.0   31.0    3.0   76.0   77.0   21.0    0.0   25.0   33.0   33.0   88.0   89.0   65.0   24.0   88.0   28.0   18.0    3.0   33.0   75.0   74.0 
  99.0
 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2

