30 60
2163.0 2086.0 3236.0 5657.0 6447.0 4360.0 5603.0 3160.0 5786.0 6587.0 1855.0 2938.0 6662.0 6111.0 1382.0 6377.0 6567.0 3486.0 1902.0 2240.0 5892.0 5898.0 3842.0 4734.0 5671.0 1204.0 1414.0 3213.0 6788.0 2822.0 
  21.0   28.0   52.0   93.0   64.0   61.0   54.0   89.0   51.0   29.0   59.0   31.0   64.0   47.0   14.0   82.0   69.0   25.0   79.0   53.0   26.0   85.0   56.0   56.0   78.0    4.0    2.0    5.0   49.0   13.0   48.0   59.0   22.0   40.0    1.0    3.0   25.0   87.0   44.0   85.0   95.0   58.0   34.0   84.0   50.0   35.0   86.0   29.0   45.0   83.0   55.0   62.0   26.0   16.0   13.0   41.0   79.0   96.0   16.0   88.0 
  32.0   66.0   46.0   42.0   78.0   37.0    5.0    5.0   72.0   71.0   26.0   18.0   23.0   49.0   81.0   94.0   48.0    6.0    2.0   74.0    7.0   27.0   98.0   32.0   52.0    1.0   88.0   43.0   91.0   56.0   54.0   22.0   82.0   56.0   11.0   31.0   30.0   64.0   98.0   53.0   18.0   80.0   89.0   40.0   51.0   46.0   14.0   25.0   10.0   15.0   14.0    4.0   41.0   98.0   98.0   88.0   50.0   70.0   33.0   21.0 
  13.0   38.0   52.0   51.0   21.0   95.0   28.0   74.0   36.0   17.0   50.0   53.0   10.0   15.0   70.0   19.0   13.0   98.0   31.0   42.0   66.0    6.0    0.0   79.0   25.0   22.0   47.0   19.0    1.0   98.0   65.0   23.0   29.0   58.0   32.0   52.0   81.0    3.0   21.0   95.0   15.0   11.0   50.0   86.0   81.0   23.0   81.0   16.0   59.0   31.0   56.0   44.0   44.0   54.0   80.0   92.0   82.0   13.0   50.0   41.0 
   4.0   39.0   93.0    9.0   83.0   46.0   25.0   97.0   52.0   41.0   43.0   32.0    9.0   44.0   91.0    8.0   42.0   88.0   28.0   45.0   91.0   75.0   42.0   30.0   76.0   51.0   40.0   74.0   88.0   97.0   98.0   92.0   51.0   42.0   85.0   96.0   62.0   95.0   54.0   12.0   84.0   94.0    5.0   15.0   17.0   71.0   12.0   79.0   41.0   45.0   21.0   48.0   21.0   21.0   15.0   31.0   78.0   18.0   54.0    5.0 
  10.0   64.0   98.0   36.0   16.0   76.0   93.0    6.0    2.0   96.0   38.0   49.0    4.0   81.0   29.0   80.0   40.0   83.0   74.0    2.0   91.0   13.0   40.0   60.0   73.0   49.0    9.0   43.0   11.0   75.0   11.0   32.0   99.0   85.0   64.0   84.0   56.0    9.0   99.0   71.0   78.0    0.0   83.0   55.0   79.0   55.0   35.0    6.0   33.0   80.0   38.0   68.0    2.0    7.0   36.0   67.0   62.0   42.0   38.0   65.0 
  55.0   77.0   88.0   36.0   68.0   86.0   35.0   51.0   35.0   20.0   36.0   73.0   69.0   69.0   17.0   75.0   29.0   18.0   15.0    4.0   62.0   21.0   65.0   21.0   74.0   57.0   98.0   11.0    9.0   47.0   56.0   65.0   55.0   47.0   36.0   24.0   62.0   98.0   37.0   98.0   84.0   59.0   42.0   51.0   37.0   97.0    5.0   55.0   78.0   54.0   68.0   12.0   99.0   74.0   88.0   47.0   46.0   13.0   88.0   67.0 
  14.0   72.0   63.0    3.0   82.0   32.0   38.0   24.0   77.0   37.0   23.0   38.0   71.0   11.0   55.0   77.0   77.0   63.0   50.0   96.0   82.0   87.0   89.0   50.0   36.0   63.0   43.0   66.0   78.0   54.0   55.0   10.0    1.0   90.0   49.0   45.0   75.0   51.0   97.0   84.0   97.0   44.0   22.0   38.0   98.0   66.0   46.0   59.0   86.0   76.0   82.0   69.0   37.0   43.0   71.0   94.0   25.0    1.0   65.0   84.0 
  99.0   65.0   55.0   67.0   87.0   19.0   51.0    4.0    3.0   56.0   19.0   30.0   82.0   55.0   64.0   62.0   93.0   78.0   77.0   35.0   35.0   42.0   44.0    7.0    8.0   12.0   18.0   84.0   42.0    5.0   70.0   62.0    8.0   22.0   95.0   92.0   83.0   93.0    1.0   58.0    1.0   39.0   57.0   75.0   56.0   60.0   11.0   13.0   82.0   36.0   81.0   25.0    4.0   47.0   13.0   13.0   54.0   16.0    3.0   94.0 
  39.0   40.0   29.0   18.0   23.0   27.0   85.0   49.0   82.0    5.0   26.0   79.0   17.0    1.0   71.0    7.0   50.0   47.0   23.0   88.0   39.0   47.0   90.0   48.0   78.0   84.0   23.0   36.0   94.0   72.0   22.0   27.0   39.0   50.0   58.0   56.0   75.0   22.0   75.0   15.0   52.0   43.0   93.0   73.0   79.0   40.0   98.0   56.0   89.0   88.0   34.0   62.0    2.0   20.0   82.0   22.0   76.0   88.0   35.0    7.0 
  48.0   55.0   25.0    1.0   17.0    5.0   34.0   66.0   20.0   85.0   26.0    5.0   49.0   59.0   86.0   49.0    5.0   53.0   19.0   15.0   11.0   89.0   55.0   33.0   37.0   67.0   55.0   49.0   56.0   30.0   53.0   94.0   10.0   92.0    3.0   25.0   93.0   37.0   53.0   28.0   63.0   84.0   36.0   97.0   62.0   22.0   73.0   79.0   60.0   17.0    9.0   85.0   20.0   81.0   52.0   74.0   74.0   16.0   42.0    3.0 
